representation,condition,replicate,finite,bounded,before_linear_target_score,after_linear_target_score,delta_linear_target_score,before_linear_max_score,after_linear_max_score,delta_linear_max_score,before_linear_target_p,after_linear_target_p,before_linear_max_p,after_linear_max_p,before_linear_decision,after_linear_decision,linear_decision_agree,before_nonlinear_target_score,after_nonlinear_target_score,delta_nonlinear_target_score,before_nonlinear_max_score,after_nonlinear_max_score,delta_nonlinear_max_score,before_nonlinear_target_p,after_nonlinear_target_p,before_nonlinear_max_p,after_nonlinear_max_p,before_nonlinear_decision,after_nonlinear_decision,nonlinear_decision_agree,before_combined_target_score,after_combined_target_score,delta_combined_target_score,before_combined_max_score,after_combined_max_score,delta_combined_max_score,before_combined_target_p,after_combined_target_p,before_combined_max_p,after_combined_max_p,before_combined_decision,after_combined_decision,combined_decision_agree,after_combined_or_expected,after_combined_or_match
R3,global_common,1,True,True,0.3243859513378308,0.32463793971883964,0.0002519883810088164,0.41892119845994985,0.4191304612641788,0.00020926280422894905,0.0005,0.0005,0.0005,0.0005,True,True,True,0.04534509849919434,0.06062563782760679,0.015280539328412453,0.07657026812623831,0.10752587917564263,0.030955611049404322,0.0005,0.0005,0.0005,0.0005,True,True,True,0.3243859513378308,0.32463793971883964,0.0002519883810088164,0.41892119845994985,0.4191304612641788,0.00020926280422894905,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R4,global_common,1,True,True,0.3243859513378308,0.32418664823896937,-0.00019930309886145858,0.41892119845994985,0.42243960853544843,0.003518410075498579,0.0005,0.0005,0.0005,0.0005,True,True,True,0.05087133299282874,0.06355907336409478,0.012687740371266035,0.0846035694585294,0.11416370824207203,0.029560138783542633,0.0005,0.0005,0.0005,0.0005,True,True,True,0.3243859513378308,0.32418664823896937,-0.00019930309886145858,0.41892119845994985,0.42243960853544843,0.003518410075498579,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R1,nonlinear_square,1,True,True,0.07469729005031715,0.07469729005031715,0.0,0.11638276944226111,0.1163827694422611,-1.3877787807814457e-17,1.0,1.0,0.7915,0.7915,False,False,True,0.06441057159301894,0.07479866530307751,0.010388093710058569,0.06441057159301894,0.07479866530307751,0.010388093710058569,0.0005,0.0005,0.0005,0.0005,True,True,True,0.07469729005031715,0.07479866530307751,0.00010137525276035508,0.11638276944226111,0.1163827694422611,-1.3877787807814457e-17,1.0,1.0,0.7915,0.7915,False,False,True,True,False
R2,nonlinear_square,1,True,True,0.07469729005031715,0.07469729005031715,0.0,0.11638276944226111,0.11638276944226111,0.0,1.0,1.0,0.7985,0.7985,False,False,True,0.04104407886327681,0.045401844937116284,0.004357766073839475,0.04104407886327681,0.045401844937116284,0.004357766073839475,0.0015,0.0005,0.0015,0.0005,True,True,True,0.07469729005031715,0.07469729005031715,0.0,0.11638276944226111,0.11638276944226111,0.0,1.0,1.0,0.7985,0.7985,False,False,True,True,False
R3,nonlinear_square,1,True,True,0.07469729005031715,0.0776493680089102,0.0029520779585930496,0.11638276944226111,0.10952852318718213,-0.00685424625507898,1.0,1.0,0.7865,0.887,False,False,True,0.07194061117507583,0.09328276909144385,0.021342157916368024,0.07194061117507583,0.09328276909144385,0.021342157916368024,0.0005,0.0005,0.0005,0.0005,True,True,True,0.07469729005031715,0.09328276909144385,0.0185854790411267,0.11638276944226111,0.10952852318718213,-0.00685424625507898,1.0,0.9875,0.7865,0.887,False,False,True,True,False
R4,nonlinear_square,1,True,True,0.07469729005031715,0.08540793624438742,0.010710646194070264,0.11638276944226111,0.12165088098280977,0.005268111540548653,1.0,1.0,0.798,0.701,False,False,True,0.042183128617530326,0.048232971401839554,0.006049842784309228,0.042183128617530326,0.048232971401839554,0.006049842784309228,0.002,0.0005,0.002,0.0005,True,True,True,0.07469729005031715,0.08540793624438742,0.010710646194070264,0.11638276944226111,0.12165088098280977,0.005268111540548653,1.0,1.0,0.798,0.701,False,False,True,True,False
R1,nonlinear_tanh,1,True,True,0.5487361752804771,0.548736175280477,-1.1102230246251565e-16,0.5487361752804771,0.548736175280477,-1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,0.13464236346535832,0.1649328633688245,0.03029049990346619,0.13464236346535832,0.1649328633688245,0.03029049990346619,0.0005,0.0005,0.0005,0.0005,True,True,True,0.5487361752804771,0.548736175280477,-1.1102230246251565e-16,0.5487361752804771,0.548736175280477,-1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R2,nonlinear_tanh,1,True,True,0.5487361752804771,0.5487361752804772,1.1102230246251565e-16,0.5487361752804771,0.5487361752804772,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,0.10465558786245935,0.17012159435016228,0.06546600648770293,0.10465558786245935,0.17012159435016228,0.06546600648770293,0.0005,0.0005,0.0005,0.0005,True,True,True,0.5487361752804771,0.5487361752804772,1.1102230246251565e-16,0.5487361752804771,0.5487361752804772,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R3,nonlinear_tanh,1,True,True,0.5487361752804771,0.5421824291912268,-0.006553746089250301,0.5487361752804771,0.5421824291912268,-0.006553746089250301,0.0005,0.0005,0.0005,0.0005,True,True,True,0.12875453007500823,0.1675059191012733,0.03875138902626507,0.12875453007500823,0.1675059191012733,0.03875138902626507,0.0005,0.0005,0.0005,0.0005,True,True,True,0.5487361752804771,0.5421824291912268,-0.006553746089250301,0.5487361752804771,0.5421824291912268,-0.006553746089250301,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R4,nonlinear_tanh,1,True,True,0.5487361752804771,0.5503381480195686,0.0016019727390914618,0.5487361752804771,0.5503381480195686,0.0016019727390914618,0.0005,0.0005,0.0005,0.0005,True,True,True,0.15273223358863666,0.18717929782084078,0.034447064232204117,0.15273223358863666,0.18717929782084078,0.034447064232204117,0.0005,0.0005,0.0005,0.0005,True,True,True,0.5487361752804771,0.5503381480195686,0.0016019727390914618,0.5487361752804771,0.5503381480195686,0.0016019727390914618,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R1,null,1,True,True,0.028304797728559365,0.028304797728559372,6.938893903907228e-18,0.12313910316617438,0.12313910316617435,-2.7755575615628914e-17,1.0,1.0,0.665,0.665,False,False,True,0.0033931495198747576,0.0031974822440995346,-0.00019566727577522303,0.017123237660098666,0.016219822329457657,-0.0009034153306410088,1.0,1.0,0.3375,0.4295,False,False,True,0.028304797728559365,0.028304797728559372,6.938893903907228e-18,0.12313910316617438,0.12313910316617435,-2.7755575615628914e-17,1.0,1.0,0.665,0.665,False,False,True,False,True
R2,null,1,True,True,0.028304797728559365,0.028304797728559376,1.0408340855860843e-17,0.12313910316617438,0.12313910316617437,-1.3877787807814457e-17,1.0,1.0,0.673,0.673,False,False,True,0.005289420229054722,0.0054163818126062345,0.00012696158355151275,0.026236049350206906,0.02726969946356084,0.0010336501133539344,1.0,1.0,0.034,0.0235,True,True,True,0.028304797728559365,0.028304797728559376,1.0408340855860843e-17,0.12313910316617438,0.12313910316617437,-1.3877787807814457e-17,1.0,1.0,0.673,0.673,False,False,True,True,False
R3,null,1,True,True,0.028304797728559365,0.03284368895534568,0.004538891226786315,0.12313910316617438,0.12274228824743727,-0.0003968149187371095,1.0,1.0,0.668,0.675,False,False,True,0.004716961265649772,0.0036390435113623724,-0.0010779177542873993,0.019431139618733464,0.019536420659803794,0.0001052810410703299,1.0,1.0,0.1745,0.1685,False,False,True,0.028304797728559365,0.03284368895534568,0.004538891226786315,0.12313910316617438,0.12274228824743727,-0.0003968149187371095,1.0,1.0,0.668,0.675,False,False,True,False,True
R4,null,1,True,True,0.028304797728559365,0.033935010704919784,0.005630212976360419,0.12313910316617438,0.11594336181110712,-0.007195741355067259,1.0,1.0,0.6705,0.8065,False,False,True,0.004594528086629235,0.00404062500850623,-0.0005539030781230043,0.026217674117695326,0.027042336955396616,0.0008246628377012906,1.0,1.0,0.032,0.026,True,True,True,0.028304797728559365,0.033935010704919784,0.005630212976360419,0.12313910316617438,0.11594336181110712,-0.007195741355067259,1.0,1.0,0.6705,0.8065,False,False,True,True,False
R1,common_pair,2,True,True,0.5795702139559846,0.5795702139559847,1.1102230246251565e-16,0.5795702139559846,0.5795702139559847,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1449211211632761,0.21045113482698555,0.06553001366370945,0.1449211211632761,0.21045113482698555,0.06553001366370945,0.0005,0.0005,0.0005,0.0005,True,True,True,0.5795702139559846,0.5795702139559847,1.1102230246251565e-16,0.5795702139559846,0.5795702139559847,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R2,common_pair,2,True,True,0.5795702139559846,0.5795702139559847,1.1102230246251565e-16,0.5795702139559846,0.5795702139559847,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,0.15196293201993796,0.2021060566451536,0.05014312462521564,0.15196293201993796,0.2021060566451536,0.05014312462521564,0.0005,0.0005,0.0005,0.0005,True,True,True,0.5795702139559846,0.5795702139559847,1.1102230246251565e-16,0.5795702139559846,0.5795702139559847,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
