representation,condition,replicate,finite,bounded,before_linear_target_score,after_linear_target_score,delta_linear_target_score,before_linear_max_score,after_linear_max_score,delta_linear_max_score,before_linear_target_p,after_linear_target_p,before_linear_max_p,after_linear_max_p,before_linear_decision,after_linear_decision,linear_decision_agree,before_nonlinear_target_score,after_nonlinear_target_score,delta_nonlinear_target_score,before_nonlinear_max_score,after_nonlinear_max_score,delta_nonlinear_max_score,before_nonlinear_target_p,after_nonlinear_target_p,before_nonlinear_max_p,after_nonlinear_max_p,before_nonlinear_decision,after_nonlinear_decision,nonlinear_decision_agree,before_combined_target_score,after_combined_target_score,delta_combined_target_score,before_combined_max_score,after_combined_max_score,delta_combined_max_score,before_combined_target_p,after_combined_target_p,before_combined_max_p,after_combined_max_p,before_combined_decision,after_combined_decision,combined_decision_agree,after_combined_or_expected,after_combined_or_match
R3,global_common,25,True,True,0.42216404016492787,0.42214401983538086,-2.0020329547010274e-05,0.4496305998199663,0.45009518402001997,0.00046458420005368595,0.0005,0.0005,0.0005,0.0005,True,True,True,0.05295719074250883,0.09051416079501248,0.03755697005250365,0.0876445688369467,0.12815731380657722,0.04051274496963052,0.0005,0.0005,0.0005,0.0005,True,True,True,0.42216404016492787,0.42214401983538086,-2.0020329547010274e-05,0.4496305998199663,0.45009518402001997,0.00046458420005368595,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R4,global_common,25,True,True,0.42216404016492787,0.4276803077414904,0.005516267576562539,0.4496305998199663,0.45435142161032027,0.004720821790353991,0.0005,0.0005,0.0005,0.0005,True,True,True,0.07940432145834816,0.09351322417066146,0.014108902712313298,0.09578415096492539,0.11643036379634521,0.02064621283141982,0.0005,0.0005,0.0005,0.0005,True,True,True,0.42216404016492787,0.4276803077414904,0.005516267576562539,0.4496305998199663,0.45435142161032027,0.004720821790353991,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R1,nonlinear_square,25,True,True,0.06665156989649143,0.06665156989649144,1.3877787807814457e-17,0.0945969681211996,0.09459696812119958,-1.3877787807814457e-17,1.0,1.0,0.986,0.986,False,False,True,0.06885806122525144,0.07763471939694003,0.008776658171688587,0.06885806122525144,0.07763471939694003,0.008776658171688587,0.0005,0.0005,0.0005,0.0005,True,True,True,0.06885806122525144,0.07763471939694003,0.008776658171688587,0.0945969681211996,0.09459696812119958,-1.3877787807814457e-17,1.0,1.0,0.986,0.986,False,False,True,True,False
R2,nonlinear_square,25,True,True,0.06665156989649143,0.06665156989649139,-4.163336342344337e-17,0.0945969681211996,0.0945969681211996,0.0,1.0,1.0,0.9875,0.9875,False,False,True,0.033820430212712076,0.040054240519984234,0.0062338103072721585,0.033820430212712076,0.040054240519984234,0.0062338103072721585,0.003,0.0015,0.003,0.0015,True,True,True,0.06665156989649143,0.06665156989649139,-4.163336342344337e-17,0.0945969681211996,0.0945969681211996,0.0,1.0,1.0,0.9875,0.9875,False,False,True,True,False
R3,nonlinear_square,25,True,True,0.06665156989649143,0.04676271712425777,-0.019888852772233657,0.0945969681211996,0.0923910182320377,-0.0022059498891618956,1.0,1.0,0.9865,0.9885,False,False,True,0.06822785925147125,0.09510332271136619,0.026875463459894944,0.06822785925147125,0.09510332271136619,0.026875463459894944,0.0005,0.0005,0.0005,0.0005,True,True,True,0.06822785925147125,0.09510332271136619,0.026875463459894944,0.0945969681211996,0.09510332271136619,0.0005063545901665967,1.0,0.984,0.9865,0.984,False,False,True,True,False
R4,nonlinear_square,25,True,True,0.06665156989649143,0.056177423897036234,-0.010474145999455196,0.0945969681211996,0.09500666214634104,0.0004096940251414466,1.0,1.0,0.994,0.9935,False,False,True,0.04198759373603398,0.04949191247290801,0.00750431873687403,0.04198759373603398,0.04949191247290801,0.00750431873687403,0.002,0.0005,0.002,0.0005,True,True,True,0.06665156989649143,0.056177423897036234,-0.010474145999455196,0.0945969681211996,0.09500666214634104,0.0004096940251414466,1.0,1.0,0.994,0.9935,False,False,True,True,False
R1,nonlinear_tanh,25,True,True,0.4706051685349819,0.47060516853498185,-5.551115123125783e-17,0.4706051685349819,0.47060516853498185,-5.551115123125783e-17,0.0005,0.0005,0.0005,0.0005,True,True,True,0.10369049333714604,0.11687662172017996,0.013186128383033915,0.10369049333714604,0.11687662172017996,0.013186128383033915,0.0005,0.0005,0.0005,0.0005,True,True,True,0.4706051685349819,0.47060516853498185,-5.551115123125783e-17,0.4706051685349819,0.47060516853498185,-5.551115123125783e-17,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R2,nonlinear_tanh,25,True,True,0.4706051685349819,0.470605168534982,1.1102230246251565e-16,0.4706051685349819,0.470605168534982,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,0.09802216973288252,0.12986239084541332,0.03184022111253079,0.09802216973288252,0.12986239084541332,0.03184022111253079,0.0005,0.0005,0.0005,0.0005,True,True,True,0.4706051685349819,0.470605168534982,1.1102230246251565e-16,0.4706051685349819,0.470605168534982,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R3,nonlinear_tanh,25,True,True,0.4706051685349819,0.4685611597830586,-0.0020440087519232875,0.4706051685349819,0.4685611597830586,-0.0020440087519232875,0.0005,0.0005,0.0005,0.0005,True,True,True,0.11132365612085116,0.1262218549925427,0.014898198871691554,0.11132365612085116,0.1262218549925427,0.014898198871691554,0.0005,0.0005,0.0005,0.0005,True,True,True,0.4706051685349819,0.4685611597830586,-0.0020440087519232875,0.4706051685349819,0.4685611597830586,-0.0020440087519232875,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R4,nonlinear_tanh,25,True,True,0.4706051685349819,0.4721067720100543,0.0015016034750723883,0.4706051685349819,0.4721067720100543,0.0015016034750723883,0.0005,0.0005,0.0005,0.0005,True,True,True,0.12634779264416945,0.1424273289444073,0.01607953630023784,0.12634779264416945,0.1424273289444073,0.01607953630023784,0.0005,0.0005,0.0005,0.0005,True,True,True,0.4706051685349819,0.4721067720100543,0.0015016034750723883,0.4706051685349819,0.4721067720100543,0.0015016034750723883,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R1,null,25,True,True,0.0825248111438544,0.08252481114385439,-1.3877787807814457e-17,0.16223663935268431,0.16223663935268431,0.0,0.9995,0.9995,0.0795,0.0795,False,False,True,0.012367391996055657,0.011498810354303437,-0.0008685816417522193,0.02794769044981489,0.028618810167094423,0.0006711197172795322,0.8595,0.9275,0.017,0.015,True,True,True,0.0825248111438544,0.08252481114385439,-1.3877787807814457e-17,0.16223663935268431,0.16223663935268431,0.0,0.9995,0.9995,0.0795,0.0795,False,False,True,True,False
R2,null,25,True,True,0.0825248111438544,0.08252481114385443,2.7755575615628914e-17,0.16223663935268431,0.16223663935268431,0.0,0.999,0.999,0.111,0.111,False,False,True,0.011492076280989822,0.012314744027908858,0.0008226677469190362,0.03350084178658238,0.033405916576524246,-9.492521005813326e-05,0.941,0.879,0.0035,0.0035,True,True,True,0.0825248111438544,0.08252481114385443,2.7755575615628914e-17,0.16223663935268431,0.16223663935268431,0.0,0.999,0.999,0.111,0.111,False,False,True,True,False
R3,null,25,True,True,0.0825248111438544,0.07899350212376997,-0.0035313090200844305,0.16223663935268431,0.16109031024699066,-0.0011463291056936498,0.9995,1.0,0.106,0.1105,False,False,True,0.012958030877268763,0.010844039370091476,-0.002113991507177287,0.022971449805632222,0.02528422045809823,0.002312770652466007,0.7895,0.9665,0.06,0.0295,False,True,False,0.0825248111438544,0.07899350212376997,-0.0035313090200844305,0.16223663935268431,0.16109031024699066,-0.0011463291056936498,0.9995,1.0,0.106,0.1105,False,False,True,True,False
R4,null,25,True,True,0.0825248111438544,0.0892999842412152,0.006775173097360795,0.16223663935268431,0.1641519641987295,0.0019153248460451744,1.0,0.999,0.0915,0.084,False,False,True,0.009904230991122765,0.011218271798248313,0.0013140408071255476,0.028406200880293515,0.0289062296136927,0.0005000287333991847,0.986,0.941,0.0175,0.014,True,True,True,0.0825248111438544,0.0892999842412152,0.006775173097360795,0.16223663935268431,0.1641519641987295,0.0019153248460451744,1.0,0.999,0.0915,0.084,False,False,True,True,False
R1,common_pair,26,True,True,0.5277115860578835,0.5277115860578836,1.1102230246251565e-16,0.5277115860578835,0.5277115860578836,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1384941250446025,0.195384602608455,0.05689047756385249,0.1384941250446025,0.195384602608455,0.05689047756385249,0.0005,0.0005,0.0005,0.0005,True,True,True,0.5277115860578835,0.5277115860578836,1.1102230246251565e-16,0.5277115860578835,0.5277115860578836,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R2,common_pair,26,True,True,0.5277115860578835,0.5277115860578835,0.0,0.5277115860578835,0.5277115860578835,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1468846507095464,0.19089606333598955,0.04401141262644315,0.1468846507095464,0.19089606333598955,0.04401141262644315,0.0005,0.0005,0.0005,0.0005,True,True,True,0.5277115860578835,0.5277115860578835,0.0,0.5277115860578835,0.5277115860578835,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R3,common_pair,26,True,True,0.5277115860578835,0.5206838909808239,-0.007027695077059581,0.5277115860578835,0.5206838909808239,-0.007027695077059581,0.0005,0.0005,0.0005,0.0005,True,True,True,0.07949573592258911,0.1429044237361639,0.0634086878135748,0.07949573592258911,0.1429044237361639,0.0634086878135748,0.0005,0.0005,0.0005,0.0005,True,True,True,0.5277115860578835,0.5206838909808239,-0.007027695077059581,0.5277115860578835,0.5206838909808239,-0.007027695077059581,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R4,common_pair,26,True,True,0.5277115860578835,0.5287967800717768,0.001085194013893287,0.5277115860578835,0.5287967800717768,0.001085194013893287,0.0005,0.0005,0.0005,0.0005,True,True,True,0.11255542937466406,0.15699855653211303,0.04444312715744897,0.11255542937466406,0.15699855653211303,0.04444312715744897,0.0005,0.0005,0.0005,0.0005,True,True,True,0.5277115860578835,0.5287967800717768,0.001085194013893287,0.5277115860578835,0.5287967800717768,0.001085194013893287,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R1,direct_linear,26,True,True,0.6511024840221791,0.6511024840221789,-2.220446049250313e-16,0.6511024840221791,0.6511024840221789,-2.220446049250313e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1653231039733003,0.22142963218855147,0.05610652821525117,0.1653231039733003,0.22142963218855147,0.05610652821525117,0.0005,0.0005,0.0005,0.0005,True,True,True,0.6511024840221791,0.6511024840221789,-2.220446049250313e-16,0.6511024840221791,0.6511024840221789,-2.220446049250313e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R2,direct_linear,26,True,True,0.6511024840221791,0.6511024840221791,0.0,0.6511024840221791,0.6511024840221791,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,0.13856212508787275,0.2419626080334317,0.10340048294555895,0.13856212508787275,0.2419626080334317,0.10340048294555895,0.0005,0.0005,0.0005,0.0005,True,True,True,0.6511024840221791,0.6511024840221791,0.0,0.6511024840221791,0.6511024840221791,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R3,direct_linear,26,True,True,0.6511024840221791,0.6501548069617302,-0.0009476770604488483,0.6511024840221791,0.6501548069617302,-0.0009476770604488483,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1590361573761327,0.23347654352378316,0.07444038614765047,0.1590361573761327,0.23347654352378316,0.07444038614765047,0.0005,0.0005,0.0005,0.0005,True,True,True,0.6511024840221791,0.6501548069617302,-0.0009476770604488483,0.6511024840221791,0.6501548069617302,-0.0009476770604488483,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R4,direct_linear,26,True,True,0.6511024840221791,0.6513501223538957,0.0002476383317165931,0.6511024840221791,0.6513501223538957,0.0002476383317165931,0.0005,0.0005,0.0005,0.0005,True,True,True,0.19830546657561862,0.2601673844522139,0.06186191787659526,0.19830546657561862,0.2601673844522139,0.06186191787659526,0.0005,0.0005,0.0005,0.0005,True,True,True,0.6511024840221791,0.6513501223538957,0.0002476383317165931,0.6511024840221791,0.6513501223538957,0.0002476383317165931,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R1,global_common,26,True,True,0.36848928916682666,0.36848928916682666,0.0,0.4355548481047949,0.4355548481047948,-1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,0.06876467742317463,0.08577124550755048,0.017006568084375853,0.07994318209149551,0.1192888134851374,0.03934563139364189,0.0005,0.0005,0.0005,0.0005,True,True,True,0.36848928916682666,0.36848928916682666,0.0,0.4355548481047949,0.4355548481047948,-1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R2,global_common,26,True,True,0.36848928916682666,0.36848928916682666,0.0,0.4355548481047949,0.4355548481047948,-1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,0.0654493066981696,0.07270387180945476,0.007254565111285152,0.07740812791138206,0.11800895227655651,0.040600824365174454,0.0005,0.0005,0.0005,0.0005,True,True,True,0.36848928916682666,0.36848928916682666,0.0,0.4355548481047949,0.4355548481047948,-1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R3,global_common,26,True,True,0.36848928916682666,0.3560575249966205,-0.012431764170206139,0.4355548481047949,0.4351369115649821,-0.0004179365398128132,0.0005,0.0005,0.0005,0.0005,True,True,True,0.03936928800873914,0.06327642066504349,0.023907132656304356,0.07592022941668791,0.10245590728833531,0.0265356778716474,0.0005,0.0005,0.0005,0.0005,True,True,True,0.36848928916682666,0.3560575249966205,-0.012431764170206139,0.4355548481047949,0.4351369115649821,-0.0004179365398128132,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R4,global_common,26,True,True,0.36848928916682666,0.3626808724792378,-0.005808416687588858,0.4355548481047949,0.4254494280021153,-0.010105420102679563,0.0005,0.0005,0.0005,0.0005,True,True,True,0.049401089074012715,0.06003345602515904,0.010632366951146326,0.06986491548858705,0.11463763149797597,0.044772716009388924,0.0005,0.0005,0.0005,0.0005,True,True,True,0.36848928916682666,0.3626808724792378,-0.005808416687588858,0.4355548481047949,0.4254494280021153,-0.010105420102679563,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R1,nonlinear_square,26,True,True,0.1451828875913136,0.1451828875913135,-8.326672684688674e-17,0.18128967467289453,0.18128967467289453,0.0,0.253,0.253,0.0235,0.0235,False,False,True,0.0780468445079607,0.09028475825595662,0.012237913747995918,0.0780468445079607,0.09028475825595662,0.012237913747995918,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1451828875913136,0.1451828875913135,-8.326672684688674e-17,0.18128967467289453,0.18128967467289453,0.0,0.253,0.253,0.0235,0.0235,False,False,True,True,False
R2,nonlinear_square,26,True,True,0.1451828875913136,0.1451828875913136,0.0,0.18128967467289453,0.18128967467289453,0.0,0.2905,0.2905,0.0295,0.0295,False,False,True,0.038330387099409786,0.04569111007995744,0.00736072298054765,0.038330387099409786,0.04569111007995744,0.00736072298054765,0.0015,0.0005,0.0015,0.0005,True,True,True,0.1451828875913136,0.1451828875913136,0.0,0.18128967467289453,0.18128967467289453,0.0,0.2905,0.2905,0.0295,0.0295,False,False,True,True,False
R3,nonlinear_square,26,True,True,0.1451828875913136,0.09711343448083228,-0.04806945311048132,0.18128967467289453,0.16666713875581038,-0.01462253591708415,0.279,0.976,0.0255,0.0835,False,False,True,0.07908414938534199,0.09649951103699753,0.01741536165165554,0.07908414938534199,0.09649951103699753,0.01741536165165554,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1451828875913136,0.09711343448083228,-0.04806945311048132,0.18128967467289453,0.16666713875581038,-0.01462253591708415,0.279,0.976,0.0255,0.0835,False,False,True,True,False
R4,nonlinear_square,26,True,True,0.1451828875913136,0.11491067442226349,-0.0302722131690501,0.18128967467289453,0.17286205032595608,-0.008427624346938445,0.261,0.825,0.023,0.045,False,False,True,0.04975891050042252,0.0602702948259558,0.01051138432553328,0.04975891050042252,0.0602702948259558,0.01051138432553328,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1451828875913136,0.11491067442226349,-0.0302722131690501,0.18128967467289453,0.17286205032595608,-0.008427624346938445,0.261,0.825,0.023,0.045,False,False,True,True,False
R1,nonlinear_tanh,26,True,True,0.4779618854673372,0.47796188546733714,-5.551115123125783e-17,0.4779618854673372,0.47796188546733714,-5.551115123125783e-17,0.0005,0.0005,0.0005,0.0005,True,True,True,0.11157906346909553,0.12917387967819094,0.017594816209095407,0.11157906346909553,0.12917387967819094,0.017594816209095407,0.0005,0.0005,0.0005,0.0005,True,True,True,0.4779618854673372,0.47796188546733714,-5.551115123125783e-17,0.4779618854673372,0.47796188546733714,-5.551115123125783e-17,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R2,nonlinear_tanh,26,True,True,0.4779618854673372,0.4779618854673372,0.0,0.4779618854673372,0.4779618854673372,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,0.09193862394467868,0.12875624376527278,0.0368176198205941,0.09193862394467868,0.12875624376527278,0.0368176198205941,0.0005,0.0005,0.0005,0.0005,True,True,True,0.4779618854673372,0.4779618854673372,0.0,0.4779618854673372,0.4779618854673372,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R3,nonlinear_tanh,26,True,True,0.4779618854673372,0.47695048508615795,-0.0010114003811792505,0.4779618854673372,0.47695048508615795,-0.0010114003811792505,0.0005,0.0005,0.0005,0.0005,True,True,True,0.10942147014717434,0.13198344464349937,0.022561974496325035,0.10942147014717434,0.13198344464349937,0.022561974496325035,0.0005,0.0005,0.0005,0.0005,True,True,True,0.4779618854673372,0.47695048508615795,-0.0010114003811792505,0.4779618854673372,0.47695048508615795,-0.0010114003811792505,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R4,nonlinear_tanh,26,True,True,0.4779618854673372,0.4781046610679554,0.0001427756006182057,0.4779618854673372,0.4781046610679554,0.0001427756006182057,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1259673552519611,0.15110417924548913,0.02513682399352804,0.1259673552519611,0.15110417924548913,0.02513682399352804,0.0005,0.0005,0.0005,0.0005,True,True,True,0.4779618854673372,0.4781046610679554,0.0001427756006182057,0.4779618854673372,0.4781046610679554,0.0001427756006182057,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R1,null,26,True,True,0.05992336645818992,0.05992336645818993,6.938893903907228e-18,0.1226293200507537,0.12262932005075369,-1.3877787807814457e-17,1.0,1.0,0.672,0.672,False,False,True,0.00692681753198703,0.007391146172484452,0.0004643286404974224,0.014775457873250296,0.014587499510547322,-0.00018795836270297378,1.0,1.0,0.591,0.617,False,False,True,0.05992336645818992,0.05992336645818993,6.938893903907228e-18,0.1226293200507537,0.12262932005075369,-1.3877787807814457e-17,1.0,1.0,0.672,0.672,False,False,True,False,True
R2,null,26,True,True,0.05992336645818992,0.05992336645818993,6.938893903907228e-18,0.1226293200507537,0.12262932005075369,-1.3877787807814457e-17,1.0,1.0,0.684,0.684,False,False,True,0.006211881428243097,0.006423046444030644,0.00021116501578754675,0.02066981256849069,0.019844673307697853,-0.0008251392607928378,1.0,1.0,0.141,0.179,False,False,True,0.05992336645818992,0.05992336645818993,6.938893903907228e-18,0.1226293200507537,0.12262932005075369,-1.3877787807814457e-17,1.0,1.0,0.684,0.684,False,False,True,False,True
R3,null,26,True,True,0.05992336645818992,0.05673074025154631,-0.003192626206643609,0.1226293200507537,0.12517030508692273,0.0025409850361690217,1.0,1.0,0.6755,0.6345,False,False,True,0.006005324403802292,0.00558973519221153,-0.00041558921159076233,0.015343254572975676,0.01472309934746111,-0.0006201552255145661,1.0,1.0,0.5195,0.5975,False,False,True,0.05992336645818992,0.05673074025154631,-0.003192626206643609,0.1226293200507537,0.12517030508692273,0.0025409850361690217,1.0,1.0,0.6755,0.6345,False,False,True,False,True
R4,null,26,True,True,0.05992336645818992,0.05940780073896405,-0.0005155657192258689,0.1226293200507537,0.11630250353525592,-0.006326816515497782,1.0,1.0,0.682,0.7995,False,False,True,0.006765915295896787,0.008071670837749439,0.0013057555418526517,0.012022949875211984,0.012193203454027047,0.00017025357881506227,1.0,1.0,0.883,0.866,False,False,True,0.05992336645818992,0.05940780073896405,-0.0005155657192258689,0.1226293200507537,0.11630250353525592,-0.006326816515497782,1.0,1.0,0.682,0.7995,False,False,True,False,True
R1,common_pair,27,True,True,0.634276157672871,0.634276157672871,0.0,0.634276157672871,0.634276157672871,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1844787144599845,0.27696320746372227,0.09248449300373776,0.1844787144599845,0.27696320746372227,0.09248449300373776,0.0005,0.0005,0.0005,0.0005,True,True,True,0.634276157672871,0.634276157672871,0.0,0.634276157672871,0.634276157672871,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R2,common_pair,27,True,True,0.634276157672871,0.634276157672871,0.0,0.634276157672871,0.634276157672871,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1908251518544617,0.24862491607228718,0.05779976421782548,0.1908251518544617,0.24862491607228718,0.05779976421782548,0.0005,0.0005,0.0005,0.0005,True,True,True,0.634276157672871,0.634276157672871,0.0,0.634276157672871,0.634276157672871,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R3,common_pair,27,True,True,0.634276157672871,0.6317283098511725,-0.00254784782169859,0.634276157672871,0.6317283098511725,-0.00254784782169859,0.0005,0.0005,0.0005,0.0005,True,True,True,0.10175373647312613,0.22121708127765213,0.119463344804526,0.10175373647312613,0.22121708127765213,0.119463344804526,0.0005,0.0005,0.0005,0.0005,True,True,True,0.634276157672871,0.6317283098511725,-0.00254784782169859,0.634276157672871,0.6317283098511725,-0.00254784782169859,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R4,common_pair,27,True,True,0.634276157672871,0.6285576440841313,-0.00571851358873976,0.634276157672871,0.6285576440841313,-0.00571851358873976,0.0005,0.0005,0.0005,0.0005,True,True,True,0.1513453540243696,0.22022851523081913,0.06888316120644952,0.1513453540243696,0.22022851523081913,0.06888316120644952,0.0005,0.0005,0.0005,0.0005,True,True,True,0.634276157672871,0.6285576440841313,-0.00571851358873976,0.634276157672871,0.6285576440841313,-0.00571851358873976,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R1,direct_linear,27,True,True,0.62378701939698,0.62378701939698,0.0,0.62378701939698,0.62378701939698,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,0.16232360894284129,0.1989805785646927,0.036656969621851415,0.16232360894284129,0.1989805785646927,0.036656969621851415,0.0005,0.0005,0.0005,0.0005,True,True,True,0.62378701939698,0.62378701939698,0.0,0.62378701939698,0.62378701939698,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R2,direct_linear,27,True,True,0.62378701939698,0.62378701939698,0.0,0.62378701939698,0.62378701939698,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,0.13077876664910376,0.21552560817791624,0.08474684152881248,0.13077876664910376,0.21552560817791624,0.08474684152881248,0.0005,0.0005,0.0005,0.0005,True,True,True,0.62378701939698,0.62378701939698,0.0,0.62378701939698,0.62378701939698,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R3,direct_linear,27,True,True,0.62378701939698,0.6199906991364059,-0.003796320260574082,0.62378701939698,0.6199906991364059,-0.003796320260574082,0.0005,0.0005,0.0005,0.0005,True,True,True,0.15994237369639416,0.21676783992041856,0.0568254662240244,0.15994237369639416,0.21676783992041856,0.0568254662240244,0.0005,0.0005,0.0005,0.0005,True,True,True,0.62378701939698,0.6199906991364059,-0.003796320260574082,0.62378701939698,0.6199906991364059,-0.003796320260574082,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R4,direct_linear,27,True,True,0.62378701939698,0.620865122523157,-0.002921896873823049,0.62378701939698,0.620865122523157,-0.002921896873823049,0.0005,0.0005,0.0005,0.0005,True,True,True,0.17455348922544972,0.23765363702027117,0.06310014779482145,0.17455348922544972,0.23765363702027117,0.06310014779482145,0.0005,0.0005,0.0005,0.0005,True,True,True,0.62378701939698,0.620865122523157,-0.002921896873823049,0.62378701939698,0.620865122523157,-0.002921896873823049,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R1,global_common,27,True,True,0.43461973354962186,0.43461973354962186,0.0,0.4814534294949118,0.4814534294949118,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,0.10450747180370581,0.13480866516230225,0.030301193358596434,0.1180784507654029,0.15994957485770467,0.04187112409230177,0.0005,0.0005,0.0005,0.0005,True,True,True,0.43461973354962186,0.43461973354962186,0.0,0.4814534294949118,0.4814534294949118,0.0,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R2,global_common,27,True,True,0.43461973354962186,0.43461973354962186,0.0,0.4814534294949118,0.48145342949491193,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,0.10307180233034993,0.12301661610503214,0.019944813774682213,0.11806770963745686,0.17338300861780603,0.055315298980349176,0.0005,0.0005,0.0005,0.0005,True,True,True,0.43461973354962186,0.43461973354962186,0.0,0.4814534294949118,0.48145342949491193,1.1102230246251565e-16,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R3,global_common,27,True,True,0.43461973354962186,0.43361210604302236,-0.0010076275065994955,0.4814534294949118,0.4771680675066816,-0.004285361988230207,0.0005,0.0005,0.0005,0.0005,True,True,True,0.0641700465771062,0.1008922967882683,0.0367222502111621,0.09502585842232324,0.13756873579005213,0.042542877367728896,0.0005,0.0005,0.0005,0.0005,True,True,True,0.43461973354962186,0.43361210604302236,-0.0010076275065994955,0.4814534294949118,0.4771680675066816,-0.004285361988230207,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R4,global_common,27,True,True,0.43461973354962186,0.437296623242356,0.0026768896927341634,0.4814534294949118,0.4820534897800566,0.0006000602851447545,0.0005,0.0005,0.0005,0.0005,True,True,True,0.0716445919449835,0.09925733028777861,0.02761273834279511,0.1087570045633719,0.17226396842211922,0.06350696385874732,0.0005,0.0005,0.0005,0.0005,True,True,True,0.43461973354962186,0.437296623242356,0.0026768896927341634,0.4814534294949118,0.4820534897800566,0.0006000602851447545,0.0005,0.0005,0.0005,0.0005,True,True,True,True,True
R1,nonlinear_square,27,True,True,0.06919610846924852,0.0691961084692485,-2.7755575615628914e-17,0.13227017648856002,0.13227017648856002,0.0,1.0,1.0,0.4775,0.4775,False,False,True,0.08787019765451437,0.10723997205383826,0.019369774399323886,0.08787019765451437,0.10723997205383826,0.019369774399323886,0.0005,0.0005,0.0005,0.0005,True,True,True,0.08787019765451437,0.10723997205383826,0.019369774399323886,0.13227017648856002,0.13227017648856002,0.0,0.9985,0.909,0.4775,0.4775,False,False,True,True,False
R2,nonlinear_square,27,True,True,0.06919610846924852,0.06919610846924852,0.0,0.13227017648856002,0.13227017648856,-2.7755575615628914e-17,1.0,1.0,0.505,0.505,False,False,True,0.055377168374901996,0.06146477369998459,0.006087605325082596,0.055377168374901996,0.06146477369998459,0.006087605325082596,0.0005,0.0005,0.0005,0.0005,True,True,True,0.06919610846924852,0.06919610846924852,0.0,0.13227017648856002,0.13227017648856,-2.7755575615628914e-17,1.0,1.0,0.505,0.505,False,False,True,True,False
R3,nonlinear_square,27,True,True,0.06919610846924852,0.053406166130047214,-0.015789942339201307,0.13227017648856002,0.13120273045901285,-0.00106744602954717,1.0,1.0,0.4985,0.5165,False,False,True,0.0962241603267608,0.12004430852380576,0.023820148197044963,0.0962241603267608,0.12004430852380576,0.023820148197044963,0.0005,0.0005,0.0005,0.0005,True,True,True,0.0962241603267608,0.12004430852380576,0.023820148197044963,0.13227017648856002,0.13120273045901285,-0.00106744602954717,0.9795,0.728,0.4985,0.5165,False,False,True,True,False
