representation,condition,replicate,target_linear_score,target_nonlinear_score,target_combined_score,target_linear_p,target_nonlinear_p,target_combined_p,linear_any,nonlinear_any,combined_any,target_linear_localized,target_nonlinear_localized,target_combined_localized,combined_significant_pairs,broad_global_mode
R1,global_common,62,0.4382582401362385,0.1382998426166526,0.4382582401362385,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,63,0.45574201935147207,0.17922768170536268,0.45574201935147207,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,64,0.43043109917580397,0.12793272283876891,0.43043109917580397,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R1,global_common,65,0.3688433914640259,0.08216218056050004,0.3688433914640259,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,66,0.4064707620335082,0.10984932857984928,0.4064707620335082,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,67,0.4751739773316433,0.16310196799406212,0.4751739773316433,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R1,global_common,68,0.40603407307813044,0.10628866312614244,0.40603407307813044,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,69,0.37259454841660733,0.08697200285285334,0.37259454841660733,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,70,0.4120172839433759,0.10776215825601634,0.4120172839433759,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,71,0.5062914571345309,0.17603285132543248,0.5062914571345309,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,72,0.4315055599912662,0.11897439037387002,0.4315055599912662,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,73,0.4715471013473704,0.10137376095526031,0.4715471013473704,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,74,0.3734939835720346,0.08220054795388161,0.3734939835720346,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,75,0.3728841124990251,0.0857104847514294,0.3728841124990251,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,76,0.5304069409024631,0.17869884307775863,0.5304069409024631,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,77,0.4578714961720643,0.13602893222072185,0.4578714961720643,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,78,0.42841386733239806,0.12125040367979076,0.42841386733239806,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,79,0.410699238438262,0.10322769894125709,0.410699238438262,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,80,0.42774087412054745,0.13854849424870042,0.42774087412054745,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,81,0.4317568303361647,0.12482670885151917,0.4317568303361647,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,82,0.40233534315557734,0.09335745518298286,0.40233534315557734,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,83,0.4796166282869351,0.13597102432064917,0.4796166282869351,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,84,0.442793294891517,0.1436430145789206,0.442793294891517,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,85,0.4394062793330124,0.13150238759881722,0.4394062793330124,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,86,0.4729078113519715,0.1716186495597573,0.4729078113519715,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R1,global_common,87,0.4352021648537208,0.14069689284818868,0.4352021648537208,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,88,0.38595474002682634,0.09411131759158825,0.38595474002682634,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,89,0.4665681816072609,0.135244491017953,0.4665681816072609,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,90,0.41514498486550144,0.10063598713311676,0.41514498486550144,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,91,0.506235103225558,0.1477985691930017,0.506235103225558,0.0005,0.0005,0.0005,True,True,True,True,True,True,15,True
R1,global_common,92,0.4625315136431099,0.13590602233335491,0.4625315136431099,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,93,0.4226674642933581,0.12049979684090198,0.4226674642933581,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,94,0.5388586710469174,0.1804604693827198,0.5388586710469174,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,95,0.4479030938626813,0.13055832705791873,0.4479030938626813,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,96,0.5016341457326681,0.17207009531205153,0.5016341457326681,0.0005,0.0005,0.0005,True,True,True,True,True,True,15,True
R1,global_common,97,0.4761909549797904,0.16865655944388652,0.4761909549797904,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,98,0.4569879674356523,0.14586654004611402,0.4569879674356523,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,99,0.39709846333377696,0.11494414151617054,0.39709846333377696,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,100,0.39705892470525767,0.09826867195865727,0.39705892470525767,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,101,0.442305731454699,0.12339311804166211,0.442305731454699,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,102,0.4751082808604766,0.1728124536294106,0.4751082808604766,0.0005,0.0005,0.0005,True,True,True,True,True,True,15,True
R1,global_common,103,0.4266979403629755,0.10285891025178591,0.4266979403629755,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,104,0.4906674382139685,0.15356319844778712,0.4906674382139685,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,105,0.4039726168909132,0.09913888986484722,0.4039726168909132,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,106,0.508969175882002,0.1630052879973813,0.508969175882002,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,107,0.4429433334231838,0.14230818791601102,0.4429433334231838,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,108,0.5344045350235361,0.2162259116603005,0.5344045350235361,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,109,0.432119040131534,0.11273102634435082,0.432119040131534,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,110,0.46232036545557176,0.1443204962075546,0.46232036545557176,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R1,global_common,111,0.4986532515431529,0.15256554468691094,0.4986532515431529,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,112,0.4644309996833607,0.14396811927152897,0.4644309996833607,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,113,0.42435563351804495,0.12319274442455624,0.42435563351804495,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,114,0.4489268604900952,0.12389763722955253,0.4489268604900952,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,115,0.4466969270901229,0.12833475348399537,0.4466969270901229,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,116,0.4668997719876819,0.15916345420687003,0.4668997719876819,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R1,global_common,117,0.4294060655507591,0.11532455920233552,0.4294060655507591,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,118,0.37372235657157465,0.08437233389795017,0.37372235657157465,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,119,0.4756576243073313,0.139334466154615,0.4756576243073313,0.0005,0.0005,0.0005,True,True,True,True,True,True,15,True
R1,global_common,120,0.38364912248335836,0.08883260707563471,0.38364912248335836,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,121,0.45311628145918625,0.13578690800311338,0.45311628145918625,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,122,0.367354357700037,0.07242988173565583,0.367354357700037,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,123,0.4936498845183446,0.16204359713044494,0.4936498845183446,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,124,0.5084204276160769,0.16229193672478304,0.5084204276160769,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R1,global_common,125,0.42017298239994494,0.10788436797640402,0.42017298239994494,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,126,0.3639963020640751,0.09162802288861453,0.3639963020640751,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,127,0.41527035784551325,0.1087430422396364,0.41527035784551325,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,128,0.5158465682672413,0.18131205860118957,0.5158465682672413,0.0005,0.0005,0.0005,True,True,True,True,True,True,15,True
R1,global_common,129,0.4779505305580529,0.1676191531542713,0.4779505305580529,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R1,global_common,130,0.4011682546468448,0.10282237051821715,0.4011682546468448,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,131,0.40736831118093225,0.10887792309046035,0.40736831118093225,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,132,0.4805453325439323,0.1520948201349604,0.4805453325439323,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,133,0.3213381090095465,0.051075264291955726,0.3213381090095465,0.0005,0.001,0.0005,True,True,True,False,False,False,15,True
R1,global_common,134,0.434001306960564,0.1172865814989151,0.434001306960564,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,135,0.5067608159505539,0.17455929838980702,0.5067608159505539,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,136,0.40611003225556386,0.10521793904081347,0.40611003225556386,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,137,0.45904030840307125,0.128352934091073,0.45904030840307125,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,138,0.46658778374539017,0.12833169736811836,0.46658778374539017,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,139,0.4391735094018791,0.1512128794556323,0.4391735094018791,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,140,0.4598443085010792,0.1263542858070032,0.4598443085010792,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,141,0.49103915942451154,0.18719942223161165,0.49103915942451154,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,142,0.4542372579611094,0.12435275879376607,0.4542372579611094,0.0005,0.0005,0.0005,True,True,True,True,True,True,15,True
R1,global_common,143,0.4654553651854085,0.14830169466249868,0.4654553651854085,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,144,0.4730816976995291,0.147096508886668,0.4730816976995291,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,145,0.5327384912930135,0.17649653143938396,0.5327384912930135,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,146,0.432846533256045,0.15173428494638108,0.432846533256045,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,147,0.37294711544125536,0.08665485174006614,0.37294711544125536,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,148,0.41872372293196075,0.12370290680494578,0.41872372293196075,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,149,0.49624377253255847,0.1611126582286457,0.49624377253255847,0.0005,0.0005,0.0005,True,True,True,True,True,True,15,True
R1,global_common,150,0.421393650841891,0.12287532134732178,0.421393650841891,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,151,0.35852762363911206,0.07273198215158555,0.35852762363911206,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,152,0.42644734587003386,0.12891637174588969,0.42644734587003386,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,153,0.39301231025157235,0.08856672184512368,0.39301231025157235,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,154,0.47872406216093166,0.1530981687816078,0.47872406216093166,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,155,0.45921412658405064,0.1523146922737233,0.45921412658405064,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,156,0.42801767874957464,0.12164154757554771,0.42801767874957464,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,157,0.42684566638274063,0.10891206785653966,0.42684566638274063,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,158,0.41148428559352956,0.11928809589094758,0.41148428559352956,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,159,0.4341935270290484,0.14156069586099462,0.4341935270290484,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,160,0.4456772044764743,0.13017141532078233,0.4456772044764743,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,161,0.5212232291234824,0.1701929103613355,0.5212232291234824,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,162,0.42859366461851545,0.1109856642442849,0.42859366461851545,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,163,0.4646088164343945,0.14643627134328271,0.4646088164343945,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,164,0.43455421646909875,0.13420564965080967,0.43455421646909875,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,165,0.37207784179393727,0.09502107995475353,0.37207784179393727,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,166,0.402242266781337,0.08738357168619526,0.402242266781337,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,167,0.4286201375187325,0.11594317175918673,0.4286201375187325,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,168,0.5271369806445114,0.19855346896342607,0.5271369806445114,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R1,global_common,169,0.5223662259276127,0.1878721579204928,0.5223662259276127,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R1,global_common,170,0.5083008551448325,0.186749435235811,0.5083008551448325,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,171,0.5160294580049526,0.18657778437284311,0.5160294580049526,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R1,global_common,172,0.5467022441577537,0.22438658997650063,0.5467022441577537,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R1,global_common,173,0.4707595918438914,0.12558852490613867,0.4707595918438914,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,174,0.42805999153971663,0.1298771608954564,0.42805999153971663,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,175,0.454061078238729,0.1368634897432072,0.454061078238729,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,176,0.4880428563391744,0.12920230097370863,0.4880428563391744,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,177,0.42942606782482423,0.11260184593060496,0.42942606782482423,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,178,0.41449330318909944,0.11172295884246276,0.41449330318909944,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,179,0.4559593673531094,0.14011003106012707,0.4559593673531094,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,180,0.39116198978119365,0.07734525839237631,0.39116198978119365,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,181,0.5000952636733597,0.16609997799933338,0.5000952636733597,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,182,0.4200843678437681,0.10375730230243939,0.4200843678437681,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,183,0.44142130911256655,0.1333357322606442,0.44142130911256655,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,184,0.46963552353019034,0.166404779744925,0.46963552353019034,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,185,0.4517821361040656,0.13860138068702935,0.4517821361040656,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,186,0.4127018118842847,0.10648070949486478,0.4127018118842847,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,187,0.46993607053302794,0.14554166758740045,0.46993607053302794,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,188,0.39879708236431993,0.09535559253430448,0.39879708236431993,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,189,0.47996836757180195,0.16348542803897348,0.47996836757180195,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,190,0.5098154251192233,0.18100659189845544,0.5098154251192233,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,191,0.4419835795544739,0.13340497503468626,0.4419835795544739,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,192,0.4692300747338743,0.13197523757788668,0.4692300747338743,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,193,0.4275624323002766,0.1297292319300938,0.4275624323002766,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,194,0.5110675260179125,0.1757740094756844,0.5110675260179125,0.0005,0.0005,0.0005,True,True,True,True,True,True,15,True
R1,global_common,195,0.43935321977636316,0.1252949757837834,0.43935321977636316,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,196,0.41355050784714886,0.09948678292820969,0.41355050784714886,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,197,0.47321776352125783,0.13976645640763485,0.47321776352125783,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,198,0.4463667334193124,0.1289367366296851,0.4463667334193124,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,199,0.4050198637931417,0.12448017829380148,0.4050198637931417,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R1,global_common,200,0.5280255844715406,0.17693579589955402,0.5280255844715406,0.0005,0.0005,0.0005,True,True,True,True,False,True,15,True
R2,global_common,1,0.4339629269891169,0.12100719287714533,0.4339629269891169,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,2,0.490707660699433,0.15548014213494973,0.490707660699433,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,3,0.5073759911108034,0.12352365694641582,0.5073759911108034,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,4,0.3987752417973588,0.0892961435152559,0.3987752417973588,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,5,0.5440547467586027,0.19038621236921954,0.5440547467586027,0.0005,0.0005,0.0005,True,True,True,True,True,True,15,True
R2,global_common,6,0.4741888974223658,0.14009864198453215,0.4741888974223658,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,7,0.47529164036161536,0.14371435630645643,0.47529164036161536,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,8,0.4423852405201391,0.1172542033423595,0.4423852405201391,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,9,0.3630380058446199,0.06464113434135844,0.3630380058446199,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,10,0.5284138181646942,0.15262961359961186,0.5284138181646942,0.0005,0.0005,0.0005,True,True,True,True,False,True,15,True
R2,global_common,11,0.48299294695968287,0.14420476173508515,0.48299294695968287,0.0005,0.0005,0.0005,True,True,True,False,True,False,15,True
R2,global_common,12,0.5403153911960317,0.17557800647330324,0.5403153911960317,0.0005,0.0005,0.0005,True,True,True,True,False,True,15,True
R2,global_common,13,0.4506718368926701,0.16440828104527716,0.4506718368926701,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,14,0.44069485823397436,0.11686545721384241,0.44069485823397436,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,15,0.4291454109963042,0.11065806522389106,0.4291454109963042,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,16,0.31994011777383724,0.05210205695213322,0.31994011777383724,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,17,0.43564384773503856,0.0897059562866818,0.43564384773503856,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,18,0.44554999761394676,0.14129059153688486,0.44554999761394676,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,19,0.4318103897148553,0.08644827118403658,0.4318103897148553,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,20,0.4621537977219047,0.13933556324475202,0.4621537977219047,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,21,0.4458132889504685,0.11311894139080897,0.4458132889504685,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,22,0.4719493820285891,0.126096556349754,0.4719493820285891,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,23,0.48950920582720303,0.12845622837134385,0.48950920582720303,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,24,0.4431536429341268,0.1270061189820397,0.4431536429341268,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,25,0.36867896349567336,0.09129753165348593,0.36867896349567336,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,26,0.37868053577213784,0.08428779107083963,0.37868053577213784,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,27,0.4228558109357269,0.10006249734936448,0.4228558109357269,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,28,0.48118337804708283,0.13162737005253414,0.48118337804708283,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,29,0.44369026726926447,0.10679166758671521,0.44369026726926447,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,30,0.5010701320002063,0.1569154661080212,0.5010701320002063,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,31,0.4354670417335381,0.12041969448885143,0.4354670417335381,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,32,0.49521851004349177,0.13360829032037266,0.49521851004349177,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,33,0.4737901594965318,0.1553996971322671,0.4737901594965318,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,34,0.4578161908894461,0.10743743346785327,0.4578161908894461,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,35,0.4258252861185821,0.08547463790903354,0.4258252861185821,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,36,0.48442997548447325,0.13769320944437713,0.48442997548447325,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,37,0.3893251564485858,0.07858935523265134,0.3893251564485858,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,38,0.3765149347880808,0.09470085165424018,0.3765149347880808,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,39,0.4850370948813265,0.1435363655738759,0.4850370948813265,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,40,0.4495424524164532,0.10776683781873025,0.4495424524164532,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,41,0.4667636084502022,0.12692538031287712,0.4667636084502022,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,42,0.4523471439049681,0.14045860997455578,0.4523471439049681,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,43,0.4414629755825719,0.11542350528339919,0.4414629755825719,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,44,0.36208762417816004,0.08299651985140391,0.36208762417816004,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,45,0.37537110256742856,0.07500393470339566,0.37537110256742856,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,46,0.44092927958213995,0.09983811705431636,0.44092927958213995,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,47,0.4991753751356744,0.17102477345369452,0.4991753751356744,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,48,0.4734358990277622,0.12359990491266952,0.4734358990277622,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,49,0.39288614555405954,0.09618248967045041,0.39288614555405954,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,50,0.3634259847795827,0.08275468583693026,0.3634259847795827,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,51,0.4664941042566006,0.12307228322078982,0.4664941042566006,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,52,0.4946837578663595,0.14171014840374438,0.4946837578663595,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,53,0.38943431733051836,0.10431913091196443,0.38943431733051836,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,54,0.45258072808869554,0.1360253218462233,0.45258072808869554,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,55,0.4598404829393026,0.1281166759896425,0.4598404829393026,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,56,0.45056594076846346,0.11383625872403966,0.45056594076846346,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,57,0.4905016204860484,0.16826141499789116,0.4905016204860484,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,58,0.48175365183605456,0.13370891757188424,0.48175365183605456,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,59,0.4378004742201565,0.10851079973315163,0.4378004742201565,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,60,0.47081480310201246,0.14073766198492424,0.47081480310201246,0.0005,0.0005,0.0005,True,True,True,True,False,True,15,True
R2,global_common,61,0.438680025957644,0.09372229550008251,0.438680025957644,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,62,0.43825824013623854,0.14009809740362852,0.43825824013623854,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,63,0.45574201935147207,0.1606047178202035,0.45574201935147207,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,64,0.4304310991758039,0.11881645279154099,0.4304310991758039,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,65,0.3688433914640259,0.08246833231454537,0.3688433914640259,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,66,0.406470762033508,0.08380962455324277,0.406470762033508,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,67,0.4751739773316434,0.14672932284268875,0.4751739773316434,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
R2,global_common,68,0.4060340730781304,0.09630571413591768,0.4060340730781304,0.0005,0.0005,0.0005,True,True,True,False,False,False,15,True
