representation,condition,replicate,target_linear_score,target_nonlinear_score,target_combined_score,target_linear_p,target_nonlinear_p,target_combined_p,linear_any,nonlinear_any,combined_any,target_linear_localized,target_nonlinear_localized,target_combined_localized,combined_significant_pairs,broad_global_mode
R1,direct_linear,150,0.5908266169818701,0.19815821607369044,0.5908266169818701,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,151,0.5400893837140032,0.14067316448412262,0.5400893837140032,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,152,0.6338251722895544,0.2181516219077305,0.6338251722895544,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,153,0.5596144912133671,0.14904361826749793,0.5596144912133671,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,154,0.6004462456912195,0.18407366779459478,0.6004462456912195,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,155,0.5850877928750986,0.15752891943081168,0.5850877928750986,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,156,0.6487264547286422,0.23842336881386383,0.6487264547286422,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,157,0.560217876952947,0.16297249955378978,0.560217876952947,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,158,0.6261184402797242,0.1901686794276227,0.6261184402797242,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,159,0.5717195868513096,0.15335116415244415,0.5717195868513096,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,160,0.5956437774412774,0.20052833109662793,0.5956437774412774,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,161,0.6199019945780153,0.1902692727186729,0.6199019945780153,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,162,0.6227416940627246,0.20719260274841367,0.6227416940627246,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,163,0.5751286867552156,0.17899069101527162,0.5751286867552156,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,164,0.6282375738563429,0.20133892228006425,0.6282375738563429,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,165,0.6354643148192575,0.21319642199768493,0.6354643148192575,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,166,0.6505452977136301,0.24934321383034966,0.6505452977136301,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,167,0.6126742022221975,0.1609292844250151,0.6126742022221975,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R1,direct_linear,168,0.5870272553259955,0.16260731589182337,0.5870272553259955,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,169,0.6197725856714423,0.21106216551644832,0.6197725856714423,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R1,direct_linear,170,0.5648384417330271,0.1538653819135502,0.5648384417330271,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,171,0.6027600270429423,0.20027306958785496,0.6027600270429423,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,172,0.6190002123316236,0.20530781321537345,0.6190002123316236,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,173,0.6209756832104205,0.17684711155524455,0.6209756832104205,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,174,0.6549932521363141,0.2266463510154273,0.6549932521363141,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,175,0.6023084908612814,0.19482431092670208,0.6023084908612814,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R1,direct_linear,176,0.6427279882241173,0.24155581975751567,0.6427279882241173,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,177,0.6188297843020264,0.19941498752192233,0.6188297843020264,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,178,0.5583229826560101,0.15394731948834606,0.5583229826560101,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,179,0.5423696758906148,0.1629507876807821,0.5423696758906148,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,180,0.5857070577798792,0.19388940660783013,0.5857070577798792,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,181,0.6250322849911648,0.20506559344231978,0.6250322849911648,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,182,0.5244297406611327,0.13142969435845261,0.5244297406611327,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,183,0.5483175135653044,0.14326822531997313,0.5483175135653044,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,184,0.5796572260049518,0.17106087002403156,0.5796572260049518,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,185,0.6193087450079775,0.197889860133746,0.6193087450079775,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,186,0.5684769845243268,0.15151252242533234,0.5684769845243268,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R1,direct_linear,187,0.6157449887277251,0.22078476479247958,0.6157449887277251,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,188,0.6009732734029484,0.20021320572726126,0.6009732734029484,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,189,0.5612253339515335,0.16029278814096473,0.5612253339515335,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,190,0.5791571149742623,0.167985339015073,0.5791571149742623,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,191,0.5901532463390471,0.19004764307351432,0.5901532463390471,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R1,direct_linear,192,0.6293270912973294,0.20926881542827513,0.6293270912973294,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,193,0.571507049720258,0.16050368067149182,0.571507049720258,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,194,0.6181677332019286,0.20482821629723258,0.6181677332019286,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,195,0.644892241187763,0.22713946866235485,0.644892241187763,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,196,0.6501873972382282,0.23965743833802916,0.6501873972382282,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,197,0.6025566379156,0.18209781426225857,0.6025566379156,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,198,0.6464789339162552,0.21696280824823905,0.6464789339162552,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,direct_linear,199,0.6041621701511751,0.20218517327343052,0.6041621701511751,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R1,direct_linear,200,0.6436199896365307,0.21899955915355612,0.6436199896365307,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,1,0.5872708616469846,0.18358033995974185,0.5872708616469846,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,2,0.6032180863715039,0.23582883473479394,0.6032180863715039,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,3,0.6093656490055173,0.2150070130150501,0.6093656490055173,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,4,0.6129358935592041,0.1888967938850359,0.6129358935592041,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,5,0.614512758703111,0.2309743930289828,0.614512758703111,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,6,0.6238640314884044,0.23048278615426243,0.6238640314884044,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,7,0.6120808888981202,0.18841327442456018,0.6120808888981202,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,8,0.6138666635725712,0.19537396629420323,0.6138666635725712,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,9,0.6026548409016181,0.20307304750067137,0.6026548409016181,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,10,0.6471239074930031,0.24483805193277913,0.6471239074930031,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,11,0.5775961761637928,0.17285242256133213,0.5775961761637928,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R2,direct_linear,12,0.6604071007145661,0.26492668701362204,0.6604071007145661,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,13,0.6024161674726932,0.20340059534947155,0.6024161674726932,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,14,0.6270898286560507,0.2386918484143786,0.6270898286560507,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,15,0.6079601818865429,0.20101371470293786,0.6079601818865429,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,16,0.5667112944937749,0.16333663651428504,0.5667112944937749,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,17,0.6018038237604174,0.18267572959802697,0.6018038237604174,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,18,0.6526551743670691,0.24502358094405916,0.6526551743670691,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,19,0.6495939590389658,0.26137589045941384,0.6495939590389658,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,20,0.5976654310200836,0.20721268308338897,0.5976654310200836,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,21,0.6203512259737131,0.2097325373527097,0.6203512259737131,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,22,0.6159506132744387,0.20381909897965886,0.6159506132744387,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,23,0.5970033318545155,0.18761387392666146,0.5970033318545155,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,24,0.5605715552012892,0.15564300205266035,0.5605715552012892,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,25,0.6075236275550652,0.19191657382184707,0.6075236275550652,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,26,0.6484509849934048,0.2333121577101146,0.6484509849934048,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,27,0.5687830919908927,0.18227242581570488,0.5687830919908927,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,28,0.5929258216155157,0.196986991473301,0.5929258216155157,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,29,0.5934009052109942,0.18886498698927157,0.5934009052109942,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R2,direct_linear,30,0.5811759222563678,0.16335022238016253,0.5811759222563678,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,31,0.6453931719413452,0.22812948554522033,0.6453931719413452,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,32,0.5937695845476706,0.1913544438103662,0.5937695845476706,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,33,0.5883454834093973,0.17629247599564798,0.5883454834093973,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,34,0.5821987969812178,0.16285969740567915,0.5821987969812178,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,35,0.6209130072275375,0.20636000903855944,0.6209130072275375,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,36,0.6185324350606541,0.21989050221185036,0.6185324350606541,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,37,0.684908892259243,0.2873853509644781,0.684908892259243,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,38,0.5557668253325964,0.15228613763558652,0.5557668253325964,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,39,0.6324216962579438,0.209625793649254,0.6324216962579438,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,40,0.607139794205676,0.1903407520779358,0.607139794205676,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,41,0.566500019626208,0.18840026914748567,0.566500019626208,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,42,0.5561456632322872,0.15102212856548383,0.5561456632322872,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,43,0.5469403189602426,0.17532413434473296,0.5469403189602426,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,44,0.604166341063006,0.23363542152589034,0.604166341063006,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,45,0.6112020140281191,0.21586202354244813,0.6112020140281191,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,46,0.5927034443149294,0.16732077562155068,0.5927034443149294,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,47,0.5912036379288521,0.20388482547961878,0.5912036379288521,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,48,0.6233808093578763,0.22042650170050723,0.6233808093578763,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,49,0.6036955102308531,0.19796118902773124,0.6036955102308531,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,50,0.584982557134578,0.20995576075799882,0.584982557134578,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,51,0.6536737929582243,0.22333687639275485,0.6536737929582243,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,52,0.5963103300956102,0.18878722543452015,0.5963103300956102,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,53,0.6251027270561964,0.20846237472665125,0.6251027270561964,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,54,0.6356778834884856,0.24189924746732427,0.6356778834884856,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,55,0.5945721475329837,0.191230176511461,0.5945721475329837,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,56,0.585242991995414,0.18689028129615085,0.585242991995414,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,57,0.674235349611853,0.27048911239151185,0.674235349611853,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,58,0.6219032387298428,0.22651093623894095,0.6219032387298428,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,59,0.5935933317600836,0.19296507090852155,0.5935933317600836,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,60,0.58895064337101,0.19487055883613846,0.58895064337101,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,61,0.6410667153506642,0.2087506517584126,0.6410667153506642,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,62,0.6027099997711233,0.1659343082753429,0.6027099997711233,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,63,0.5766218949067224,0.1819164748347829,0.5766218949067224,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,64,0.5999877344747375,0.19031575263625483,0.5999877344747375,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,65,0.5936231087033198,0.2001994573983892,0.5936231087033198,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,66,0.6732955168520828,0.2804747416712034,0.6732955168520828,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,67,0.6405580317987517,0.2580072613716929,0.6405580317987517,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,68,0.5648105176613758,0.18095480983801254,0.5648105176613758,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,69,0.6291172519005122,0.23531862768816153,0.6291172519005122,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,70,0.5845372375540088,0.15549469180941186,0.5845372375540088,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,71,0.5195729483579734,0.14303790214458753,0.5195729483579734,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,72,0.6641685753142479,0.27477650540753645,0.6641685753142479,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,73,0.5710064356381144,0.17847302119658867,0.5710064356381144,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R2,direct_linear,74,0.5963769991555199,0.20515193741451265,0.5963769991555199,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R2,direct_linear,75,0.5619413144603873,0.18340521563073162,0.5619413144603873,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,76,0.6060592934036698,0.1853253925467487,0.6060592934036698,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,77,0.5812581685092213,0.17465417631921912,0.5812581685092213,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,78,0.5992682932395827,0.16959595711679654,0.5992682932395827,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,79,0.6198414459956573,0.1994097323480952,0.6198414459956573,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,80,0.6358417794216803,0.23477910102937286,0.6358417794216803,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,81,0.6351349292400291,0.2001925205310099,0.6351349292400291,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,82,0.6270660248843191,0.21890160531663866,0.6270660248843191,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,83,0.5650276810766661,0.13774295856769012,0.5650276810766661,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,84,0.669514087110811,0.2657251625587144,0.669514087110811,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,85,0.5717348423811388,0.12971714605928159,0.5717348423811388,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,86,0.6413134385497237,0.2545527632350056,0.6413134385497237,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,87,0.6016965007774278,0.19971778371134144,0.6016965007774278,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,88,0.6394920296074841,0.20179238907449992,0.6394920296074841,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,89,0.5497581662167793,0.14175967537416653,0.5497581662167793,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,90,0.5666644861880676,0.16762983118655658,0.5666644861880676,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,91,0.5964720599670664,0.20136601530911694,0.5964720599670664,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,92,0.6109966202943168,0.23551702955636988,0.6109966202943168,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,93,0.6097205740456699,0.21516306926301065,0.6097205740456699,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,94,0.5402876883682793,0.1361210806102471,0.5402876883682793,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,95,0.6553179329692896,0.2589630269913572,0.6553179329692896,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,96,0.6036574793638354,0.18306089038959622,0.6036574793638354,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,97,0.5587894956252503,0.15268724827815233,0.5587894956252503,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,98,0.6343797448690707,0.21693689640914585,0.6343797448690707,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,99,0.661118637935224,0.2763778749555031,0.661118637935224,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,100,0.6114947563608847,0.206338136548185,0.6114947563608847,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,101,0.5845523757043875,0.18104234917608214,0.5845523757043875,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,102,0.6652451827945665,0.24281766476132421,0.6652451827945665,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,103,0.572908316688156,0.150526785547914,0.572908316688156,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,104,0.6154236428320744,0.18687653556246925,0.6154236428320744,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,105,0.643066992741868,0.27677412555369935,0.643066992741868,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,106,0.6453487105394647,0.24035178166213172,0.6453487105394647,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,107,0.6027145393395194,0.1984081820774363,0.6027145393395194,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,108,0.6997483869601571,0.3298535873547734,0.6997483869601571,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,109,0.6395544822467221,0.2464389700542992,0.6395544822467221,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,110,0.6265046708783751,0.2325452916409586,0.6265046708783751,0.0005,0.0005,0.0005,True,True,True,True,True,True,3,False
R2,direct_linear,111,0.5576090163283016,0.1522115602609362,0.5576090163283016,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,112,0.561574347780181,0.17399211037181067,0.561574347780181,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,113,0.6749609867342374,0.2777282982837549,0.6749609867342374,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,114,0.6383740008425087,0.2045972272916522,0.6383740008425087,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,115,0.6436359331172979,0.19888368398182613,0.6436359331172979,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,116,0.6177041790782094,0.23659287427717063,0.6177041790782094,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,117,0.612720367352162,0.22553077647126613,0.612720367352162,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,118,0.5748673674688101,0.16051450546347454,0.5748673674688101,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,119,0.5892846063759268,0.18854041531644286,0.5892846063759268,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,120,0.6411032172261043,0.22907446583110835,0.6411032172261043,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,121,0.6309208742972777,0.2105495334753133,0.6309208742972777,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,122,0.6179235280904058,0.2170078928002296,0.6179235280904058,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,123,0.5757397093867563,0.1699270162672411,0.5757397093867563,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,124,0.6038171270522161,0.19814790735280766,0.6038171270522161,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,125,0.5894788265203109,0.18731960090965144,0.5894788265203109,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,126,0.5672282813090712,0.1878942051253109,0.5672282813090712,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,127,0.6183083166368325,0.2158140960498289,0.6183083166368325,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,128,0.6264615398809887,0.1837662102022176,0.6264615398809887,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,129,0.6177690037447926,0.2123318603128802,0.6177690037447926,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,130,0.6023094451368868,0.19585200234834524,0.6023094451368868,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,131,0.628940686803804,0.19347573387637168,0.628940686803804,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,132,0.6498552005185475,0.26780434166221795,0.6498552005185475,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,133,0.6363864902412137,0.20442740610512705,0.6363864902412137,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,134,0.60888997648873,0.19121141116798931,0.60888997648873,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,135,0.604794682758567,0.17554599623947714,0.604794682758567,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,136,0.5986197003516727,0.20418524743024188,0.5986197003516727,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,137,0.6650115629006279,0.2828759308112372,0.6650115629006279,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,138,0.6309927837127274,0.23487861240953173,0.6309927837127274,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,139,0.5795714629279141,0.19586828263260161,0.5795714629279141,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,140,0.6065254016178643,0.17498084514901766,0.6065254016178643,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,141,0.5363288115517924,0.1416852490014164,0.5363288115517924,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,142,0.5568745099638168,0.17684163622053015,0.5568745099638168,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,143,0.6220650523986745,0.23681502631176587,0.6220650523986745,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,144,0.6573075905224904,0.2348587425428967,0.6573075905224904,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,145,0.5775237602110816,0.16273400678627073,0.5775237602110816,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,146,0.6036228622627625,0.18771608883031676,0.6036228622627625,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R2,direct_linear,147,0.6008806464129124,0.18565265379187817,0.6008806464129124,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,148,0.5738650404567942,0.17906728068620498,0.5738650404567942,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,149,0.6114894087781839,0.23260276549806783,0.6114894087781839,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,150,0.59082661698187,0.2033024504146917,0.59082661698187,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
