candidate,replicate,linear_max,nonlinear_max,combined_max
rff64,25,0.11858375455767677,0.01446908719832269,0.11858375455767677
rff128,25,0.11858375455767677,0.015569834995602065,0.11858375455767677
ensemble4x32,25,0.11858375455767677,0.015650096719765357,0.11858375455767677
rff24,26,0.16585224555163897,0.01857679155104235,0.16585224555163897
rff64,26,0.16585224555163897,0.01588174663481296,0.16585224555163897
rff128,26,0.16585224555163897,0.01921860873735393,0.16585224555163897
ensemble4x32,26,0.16585224555163897,0.015621873243799992,0.16585224555163897
rff24,27,0.1286591515337056,0.010175099945036938,0.1286591515337056
rff64,27,0.1286591515337056,0.016048365270298383,0.1286591515337056
rff128,27,0.1286591515337056,0.01292733119616709,0.1286591515337056
ensemble4x32,27,0.1286591515337056,0.011940293802281357,0.1286591515337056
rff24,28,0.15010913701172612,0.019171610205793,0.15010913701172612
rff64,28,0.15010913701172612,0.018268250201919963,0.15010913701172612
rff128,28,0.15010913701172612,0.019270642905907843,0.15010913701172612
ensemble4x32,28,0.15010913701172612,0.016270669831156593,0.15010913701172612
rff24,29,0.12196218814628941,0.016047428346160013,0.12196218814628941
rff64,29,0.12196218814628941,0.013945562857560208,0.12196218814628941
rff128,29,0.12196218814628941,0.015529798060418763,0.12196218814628941
ensemble4x32,29,0.12196218814628941,0.013068433034440958,0.12196218814628941
rff24,30,0.20977218840689482,0.03766791583250271,0.20977218840689482
rff64,30,0.20977218840689482,0.02838552894751702,0.20977218840689482
rff128,30,0.20977218840689482,0.0313569712298075,0.20977218840689482
ensemble4x32,30,0.20977218840689482,0.025689662796029765,0.20977218840689482
rff24,31,0.11970589953645419,0.01469676835400644,0.11970589953645419
rff64,31,0.11970589953645419,0.01591906547757845,0.11970589953645419
rff128,31,0.11970589953645419,0.01334085151852086,0.11970589953645419
ensemble4x32,31,0.11970589953645419,0.014475208556041229,0.11970589953645419
rff24,32,0.11793181206511298,0.020200213040096216,0.11793181206511298
rff64,32,0.11793181206511298,0.016892559405002255,0.11793181206511298
rff128,32,0.11793181206511298,0.01817034641859306,0.11793181206511298
ensemble4x32,32,0.11793181206511298,0.01581519030192923,0.11793181206511298
rff24,33,0.14833240564388075,0.017061749957119413,0.14833240564388075
rff64,33,0.14833240564388075,0.015597390685407534,0.14833240564388075
rff128,33,0.14833240564388075,0.015414707621826399,0.14833240564388075
ensemble4x32,33,0.14833240564388075,0.016202173341714688,0.14833240564388075
rff24,34,0.18547627926831642,0.022326401340997604,0.18547627926831642
rff64,34,0.18547627926831642,0.02190948977658639,0.18547627926831642
rff128,34,0.18547627926831642,0.02436404973105485,0.18547627926831642
