candidate,condition,replicate,target_linear,target_nonlinear,target_combined,target_linear_p,target_nonlinear_p,target_combined_p,linear_max_p,nonlinear_max_p,combined_max_p
rff64,nonlinear_square,48,0.07562708010651674,0.05785723984819668,0.07562708010651674,1.0,0.0005,1.0,0.583,0.0005,0.583
rff128,nonlinear_square,48,0.07562708010651674,0.06942083476132772,0.07562708010651674,1.0,0.0005,1.0,0.583,0.0005,0.583
ensemble4x32,nonlinear_square,48,0.07562708010651674,0.0813766343295505,0.0813766343295505,1.0,0.0005,1.0,0.583,0.0005,0.583
rff24,nonlinear_square,49,0.03358852201175457,0.10912490746304104,0.10912490746304104,1.0,0.0005,0.891,0.1405,0.0005,0.1405
rff64,nonlinear_square,49,0.03358852201175457,0.059881254447005254,0.059881254447005254,1.0,0.0005,1.0,0.1405,0.0005,0.1405
rff128,nonlinear_square,49,0.03358852201175457,0.08132037343701032,0.08132037343701032,1.0,0.0005,1.0,0.1405,0.0005,0.1405
ensemble4x32,nonlinear_square,49,0.03358852201175457,0.09347637925799639,0.09347637925799639,1.0,0.0005,0.993,0.1405,0.0005,0.1405
rff24,nonlinear_square,50,0.07044928050046965,0.11609547842517728,0.11609547842517728,1.0,0.0005,0.7915,0.516,0.0005,0.516
rff64,nonlinear_square,50,0.07044928050046965,0.06874443209765492,0.07044928050046965,1.0,0.0005,1.0,0.516,0.0005,0.516
rff128,nonlinear_square,50,0.07044928050046965,0.08789328843487915,0.08789328843487915,1.0,0.0005,0.999,0.516,0.0005,0.516
ensemble4x32,nonlinear_square,50,0.07044928050046965,0.09936363494601913,0.09936363494601913,1.0,0.0005,0.9725,0.516,0.0005,0.516
rff24,nonlinear_square,51,0.1031691867919318,0.12927799384062252,0.12927799384062252,0.953,0.0005,0.545,0.2075,0.0005,0.2075
rff64,nonlinear_square,51,0.1031691867919318,0.07885147312673772,0.1031691867919318,0.953,0.0005,0.953,0.2075,0.0005,0.2075
rff128,nonlinear_square,51,0.1031691867919318,0.09886141774954794,0.1031691867919318,0.953,0.0005,0.953,0.2075,0.0005,0.2075
ensemble4x32,nonlinear_square,51,0.1031691867919318,0.11330218766646274,0.11330218766646274,0.953,0.0005,0.834,0.2075,0.0005,0.2075
rff24,nonlinear_square,52,0.17175137763164963,0.09262374940595458,0.17175137763164963,0.047,0.0005,0.047,0.047,0.0005,0.047
rff64,nonlinear_square,52,0.17175137763164963,0.0619905488714341,0.17175137763164963,0.047,0.0005,0.047,0.047,0.0005,0.047
rff128,nonlinear_square,52,0.17175137763164963,0.08154021923392203,0.17175137763164963,0.047,0.0005,0.047,0.047,0.0005,0.047
ensemble4x32,nonlinear_square,52,0.17175137763164963,0.09120272865905397,0.17175137763164963,0.047,0.0005,0.047,0.047,0.0005,0.047
rff24,nonlinear_square,53,0.11971142728679246,0.11181619206508014,0.11971142728679246,0.7295,0.0005,0.7295,0.1945,0.0005,0.1945
rff64,nonlinear_square,53,0.11971142728679246,0.06569835778102787,0.11971142728679246,0.7295,0.0005,0.7295,0.1945,0.0005,0.1945
rff128,nonlinear_square,53,0.11971142728679246,0.07787693637938299,0.11971142728679246,0.7295,0.0005,0.7295,0.1945,0.0005,0.1945
ensemble4x32,nonlinear_square,53,0.11971142728679246,0.08822322895143711,0.11971142728679246,0.7295,0.0005,0.7295,0.1945,0.0005,0.1945
rff24,nonlinear_square,54,0.06742604813174333,0.11786597025286948,0.11786597025286948,1.0,0.0005,0.7685,0.365,0.0005,0.365
rff64,nonlinear_square,54,0.06742604813174333,0.06810854973926263,0.06810854973926263,1.0,0.0005,1.0,0.365,0.0005,0.365
rff128,nonlinear_square,54,0.06742604813174333,0.09196408160204504,0.09196408160204504,1.0,0.0005,0.996,0.365,0.0005,0.365
ensemble4x32,nonlinear_square,54,0.06742604813174333,0.10832066354885364,0.10832066354885364,1.0,0.0005,0.9015,0.365,0.0005,0.365
rff24,nonlinear_square,55,0.10000388970578866,0.08572434906975429,0.10000388970578866,0.9685,0.0005,0.9685,0.198,0.0005,0.198
rff64,nonlinear_square,55,0.10000388970578866,0.05205362597183935,0.10000388970578866,0.9685,0.0005,0.9685,0.198,0.0005,0.198
rff128,nonlinear_square,55,0.10000388970578866,0.06473903192768757,0.10000388970578866,0.9685,0.0005,0.9685,0.198,0.0005,0.198
ensemble4x32,nonlinear_square,55,0.10000388970578866,0.07279331971687367,0.10000388970578866,0.9685,0.0005,0.9685,0.198,0.0005,0.198
rff24,nonlinear_square,56,0.02961346402581694,0.09996385950981262,0.09996385950981262,1.0,0.0005,0.969,0.6445,0.0005,0.6445
rff64,nonlinear_square,56,0.02961346402581694,0.05479631757900012,0.05479631757900012,1.0,0.0005,1.0,0.6445,0.0005,0.6445
rff128,nonlinear_square,56,0.02961346402581694,0.07025170137122973,0.07025170137122973,1.0,0.0005,1.0,0.6445,0.0005,0.6445
ensemble4x32,nonlinear_square,56,0.02961346402581694,0.0800654494025599,0.0800654494025599,1.0,0.0005,1.0,0.6445,0.0005,0.6445
rff24,nonlinear_square,57,0.07821227926137417,0.09158304621856395,0.09158304621856395,1.0,0.0005,0.997,0.9685,0.0005,0.9685
rff64,nonlinear_square,57,0.07821227926137417,0.057313948042450866,0.07821227926137417,1.0,0.0005,1.0,0.9685,0.0005,0.9685
rff128,nonlinear_square,57,0.07821227926137417,0.07032236151350213,0.07821227926137417,1.0,0.0005,1.0,0.9685,0.0005,0.9685
ensemble4x32,nonlinear_square,57,0.07821227926137417,0.07662931428080785,0.07821227926137417,1.0,0.0005,1.0,0.9685,0.0005,0.9685
rff24,nonlinear_square,58,0.10000326837310948,0.0858839907346147,0.10000326837310948,0.9685,0.0005,0.9685,0.9685,0.0005,0.9685
rff64,nonlinear_square,58,0.10000326837310948,0.04706843393090348,0.10000326837310948,0.9685,0.0005,0.9685,0.9685,0.0005,0.9685
rff128,nonlinear_square,58,0.10000326837310948,0.061980978075351356,0.10000326837310948,0.9685,0.0005,0.9685,0.9685,0.0005,0.9685
ensemble4x32,nonlinear_square,58,0.10000326837310948,0.0694263986537461,0.10000326837310948,0.9685,0.0005,0.9685,0.9685,0.0005,0.9685
rff24,nonlinear_square,59,0.14937118427530263,0.112680568142216,0.14937118427530263,0.2035,0.0005,0.2035,0.2035,0.0005,0.2035
rff64,nonlinear_square,59,0.14937118427530263,0.07096440595790375,0.14937118427530263,0.2035,0.0005,0.2035,0.2035,0.0005,0.2035
rff128,nonlinear_square,59,0.14937118427530263,0.09895682996248299,0.14937118427530263,0.2035,0.0005,0.2035,0.2035,0.0005,0.2035
ensemble4x32,nonlinear_square,59,0.14937118427530263,0.10579971685578812,0.14937118427530263,0.2035,0.0005,0.2035,0.2035,0.0005,0.2035
rff24,nonlinear_square,60,0.09093962279564775,0.10752044669064104,0.10752044669064104,0.998,0.0005,0.9105,0.104,0.0005,0.104
rff64,nonlinear_square,60,0.09093962279564775,0.06620019359043607,0.09093962279564775,0.998,0.0005,0.998,0.104,0.0005,0.104
rff128,nonlinear_square,60,0.09093962279564775,0.08036033642595566,0.09093962279564775,0.998,0.0005,0.998,0.104,0.0005,0.104
ensemble4x32,nonlinear_square,60,0.09093962279564775,0.09254421157007475,0.09254421157007475,0.998,0.0005,0.9945,0.104,0.0005,0.104
rff24,nonlinear_square,61,0.03149734306687098,0.14888754275481134,0.14888754275481134,1.0,0.0005,0.2105,0.7355,0.0005,0.2105
rff64,nonlinear_square,61,0.03149734306687098,0.08563503605507009,0.08563503605507009,1.0,0.0005,0.999,0.7355,0.0005,0.7355
rff128,nonlinear_square,61,0.03149734306687098,0.10615526877678778,0.10615526877678778,1.0,0.0005,0.9235,0.7355,0.0005,0.7355
ensemble4x32,nonlinear_square,61,0.03149734306687098,0.12307388889713157,0.12307388889713157,1.0,0.0005,0.661,0.7355,0.0005,0.661
rff24,nonlinear_square,62,0.1349474175559582,0.0809635060170978,0.1349474175559582,0.4315,0.0005,0.4315,0.4315,0.0005,0.4315
rff64,nonlinear_square,62,0.1349474175559582,0.05146949160876814,0.1349474175559582,0.4315,0.0005,0.4315,0.4315,0.0005,0.4315
rff128,nonlinear_square,62,0.1349474175559582,0.07419486983815562,0.1349474175559582,0.4315,0.0005,0.4315,0.4315,0.0005,0.4315
ensemble4x32,nonlinear_square,62,0.1349474175559582,0.07908371751783283,0.1349474175559582,0.4315,0.0005,0.4315,0.4315,0.0005,0.4315
rff24,nonlinear_square,63,0.051411036042475364,0.07843589270120228,0.07843589270120228,1.0,0.0005,1.0,0.906,0.0005,0.906
rff64,nonlinear_square,63,0.051411036042475364,0.04932176318853474,0.051411036042475364,1.0,0.0005,1.0,0.906,0.0005,0.906
rff128,nonlinear_square,63,0.051411036042475364,0.05524167741495998,0.05524167741495998,1.0,0.0005,1.0,0.906,0.0005,0.906
ensemble4x32,nonlinear_square,63,0.051411036042475364,0.06265463008536222,0.06265463008536222,1.0,0.0005,1.0,0.906,0.0005,0.906
rff24,nonlinear_square,64,0.06999416408013838,0.08966654807820007,0.08966654807820007,1.0,0.0005,0.9985,0.7335,0.0005,0.7335
rff64,nonlinear_square,64,0.06999416408013838,0.052928202981680855,0.06999416408013838,1.0,0.0005,1.0,0.7335,0.0005,0.7335
rff128,nonlinear_square,64,0.06999416408013838,0.06871128484133344,0.06999416408013838,1.0,0.0005,1.0,0.7335,0.0005,0.7335
ensemble4x32,nonlinear_square,64,0.06999416408013838,0.07636037770180426,0.07636037770180426,1.0,0.0005,1.0,0.7335,0.0005,0.7335
rff24,nonlinear_square,65,0.07743814808429975,0.10487624511721677,0.10487624511721677,1.0,0.0005,0.938,0.0395,0.0005,0.0395
rff64,nonlinear_square,65,0.07743814808429975,0.06368125042114815,0.07743814808429975,1.0,0.0005,1.0,0.0395,0.0005,0.0395
rff128,nonlinear_square,65,0.07743814808429975,0.08462374679129123,0.08462374679129123,1.0,0.0005,0.999,0.0395,0.0005,0.0395
ensemble4x32,nonlinear_square,65,0.07743814808429975,0.09775047295160663,0.09775047295160663,1.0,0.0005,0.9825,0.0395,0.0005,0.0395
rff24,nonlinear_square,66,0.10197287282255578,0.14155349623253125,0.14155349623253125,0.96,0.0005,0.3145,0.4445,0.0005,0.3145
rff64,nonlinear_square,66,0.10197287282255578,0.08312323695309067,0.10197287282255578,0.96,0.0005,0.96,0.4445,0.0005,0.4445
rff128,nonlinear_square,66,0.10197287282255578,0.09843156911636221,0.10197287282255578,0.96,0.0005,0.96,0.4445,0.0005,0.4445
ensemble4x32,nonlinear_square,66,0.10197287282255578,0.11721445010164287,0.11721445010164287,0.96,0.0005,0.777,0.4445,0.0005,0.4445
rff24,nonlinear_square,67,0.07874487986766655,0.08875472916539244,0.08875472916539244,1.0,0.0005,0.9985,0.7865,0.0005,0.7865
rff64,nonlinear_square,67,0.07874487986766655,0.05929995694428614,0.07874487986766655,1.0,0.0005,1.0,0.7865,0.0005,0.7865
rff128,nonlinear_square,67,0.07874487986766655,0.0718016984548625,0.07874487986766655,1.0,0.0005,1.0,0.7865,0.0005,0.7865
ensemble4x32,nonlinear_square,67,0.07874487986766655,0.08053443116439882,0.08053443116439882,1.0,0.0005,1.0,0.7865,0.0005,0.7865
rff24,nonlinear_square,68,0.07146888729674436,0.10280369103087832,0.10280369103087832,1.0,0.0005,0.956,0.201,0.0005,0.201
rff64,nonlinear_square,68,0.07146888729674436,0.06235105082772569,0.07146888729674436,1.0,0.0005,1.0,0.201,0.0005,0.201
rff128,nonlinear_square,68,0.07146888729674436,0.08002562794770328,0.08002562794770328,1.0,0.0005,1.0,0.201,0.0005,0.201
ensemble4x32,nonlinear_square,68,0.07146888729674436,0.09028009023725515,0.09028009023725515,1.0,0.0005,0.9985,0.201,0.0005,0.201
rff24,nonlinear_square,69,0.06085197142702652,0.12667922373292578,0.12667922373292578,1.0,0.0005,0.5975,0.0245,0.0005,0.0245
rff64,nonlinear_square,69,0.06085197142702652,0.07639564404768695,0.07639564404768695,1.0,0.0005,1.0,0.0245,0.0005,0.0245
rff128,nonlinear_square,69,0.06085197142702652,0.09731350197287546,0.09731350197287546,1.0,0.0005,0.9835,0.0245,0.0005,0.0245
ensemble4x32,nonlinear_square,69,0.06085197142702652,0.11055231386097855,0.11055231386097855,1.0,0.0005,0.875,0.0245,0.0005,0.0245
rff24,nonlinear_square,70,0.17669464219897313,0.09837194200615905,0.17669464219897313,0.0335,0.0005,0.0335,0.0335,0.0005,0.0335
rff64,nonlinear_square,70,0.17669464219897313,0.06704397475935073,0.17669464219897313,0.0335,0.0005,0.0335,0.0335,0.0005,0.0335
rff128,nonlinear_square,70,0.17669464219897313,0.08765797040996769,0.17669464219897313,0.0335,0.0005,0.0335,0.0335,0.0005,0.0335
ensemble4x32,nonlinear_square,70,0.17669464219897313,0.09700018138455277,0.17669464219897313,0.0335,0.0005,0.0335,0.0335,0.0005,0.0335
rff24,nonlinear_square,71,0.055350399114505684,0.08537789211027369,0.08537789211027369,1.0,0.0005,0.999,0.9885,0.0005,0.9885
rff64,nonlinear_square,71,0.055350399114505684,0.04899506050110903,0.055350399114505684,1.0,0.0005,1.0,0.9885,0.0005,0.9885
rff128,nonlinear_square,71,0.055350399114505684,0.06755130162766167,0.06755130162766167,1.0,0.0005,1.0,0.9885,0.0005,0.9885
ensemble4x32,nonlinear_square,71,0.055350399114505684,0.07752886001538142,0.07752886001538142,1.0,0.0005,1.0,0.9885,0.0005,0.9885
rff24,nonlinear_square,72,0.061959613699979196,0.12391463793311461,0.12391463793311461,1.0,0.0005,0.6475,0.5995,0.0005,0.5995
rff64,nonlinear_square,72,0.061959613699979196,0.07483661372487133,0.07483661372487133,1.0,0.0005,1.0,0.5995,0.0005,0.5995
rff128,nonlinear_square,72,0.061959613699979196,0.09319759628824366,0.09319759628824366,1.0,0.0005,0.994,0.5995,0.0005,0.5995
ensemble4x32,nonlinear_square,72,0.061959613699979196,0.10620321772979015,0.10620321772979015,1.0,0.0005,0.923,0.5995,0.0005,0.5995
rff24,nonlinear_square,73,0.15060167970914004,0.06995473249368742,0.15060167970914004,0.191,0.0005,0.191,0.191,0.0005,0.191
rff64,nonlinear_square,73,0.15060167970914004,0.041236312688185554,0.15060167970914004,0.191,0.0005,0.191,0.191,0.0005,0.191
rff128,nonlinear_square,73,0.15060167970914004,0.050137214054286255,0.15060167970914004,0.191,0.0005,0.191,0.191,0.0005,0.191
ensemble4x32,nonlinear_square,73,0.15060167970914004,0.05840872900230268,0.15060167970914004,0.191,0.0005,0.191,0.191,0.0005,0.191
rff24,nonlinear_square,74,0.10417685789040422,0.11571586991335484,0.11571586991335484,0.945,0.0005,0.795,0.669,0.0005,0.669
rff64,nonlinear_square,74,0.10417685789040422,0.06867709691431577,0.10417685789040422,0.945,0.0005,0.945,0.669,0.0005,0.669
rff128,nonlinear_square,74,0.10417685789040422,0.08446332145173042,0.10417685789040422,0.945,0.0005,0.945,0.669,0.0005,0.669
ensemble4x32,nonlinear_square,74,0.10417685789040422,0.0969072929366957,0.10417685789040422,0.945,0.0005,0.945,0.669,0.0005,0.669
rff24,nonlinear_square,75,0.10055224505224564,0.12564446750513103,0.12564446750513103,0.9665,0.0005,0.616,0.7065,0.0005,0.616
rff64,nonlinear_square,75,0.10055224505224564,0.07232381268541056,0.10055224505224564,0.9665,0.0005,0.9665,0.7065,0.0005,0.7065
rff128,nonlinear_square,75,0.10055224505224564,0.08591171930993452,0.10055224505224564,0.9665,0.0005,0.9665,0.7065,0.0005,0.7065
ensemble4x32,nonlinear_square,75,0.10055224505224564,0.09932700130802628,0.10055224505224564,0.9665,0.0005,0.9665,0.7065,0.0005,0.7065
rff24,nonlinear_square,76,0.10584966858049955,0.1063030515259776,0.1063030515259776,0.9275,0.0005,0.9215,0.331,0.0005,0.331
rff64,nonlinear_square,76,0.10584966858049955,0.06685675183762443,0.10584966858049955,0.9275,0.0005,0.9275,0.331,0.0005,0.331
rff128,nonlinear_square,76,0.10584966858049955,0.09657131909221915,0.10584966858049955,0.9275,0.0005,0.9275,0.331,0.0005,0.331
ensemble4x32,nonlinear_square,76,0.10584966858049955,0.10511002412277295,0.10584966858049955,0.9275,0.0005,0.9275,0.331,0.0005,0.331
rff24,nonlinear_square,77,0.06175901161724262,0.13503380388830946,0.13503380388830946,1.0,0.0005,0.4305,0.0495,0.0005,0.0495
rff64,nonlinear_square,77,0.06175901161724262,0.07628267515152921,0.07628267515152921,1.0,0.0005,1.0,0.0495,0.0005,0.0495
rff128,nonlinear_square,77,0.06175901161724262,0.0954480607118398,0.0954480607118398,1.0,0.0005,0.987,0.0495,0.0005,0.0495
ensemble4x32,nonlinear_square,77,0.06175901161724262,0.11149350970295326,0.11149350970295326,1.0,0.0005,0.861,0.0495,0.0005,0.0495
rff24,nonlinear_square,78,0.06419054612920787,0.09925043481121007,0.09925043481121007,1.0,0.0005,0.9735,0.606,0.0005,0.606
rff64,nonlinear_square,78,0.06419054612920787,0.060661117766953265,0.06419054612920787,1.0,0.0005,1.0,0.606,0.0005,0.606
rff128,nonlinear_square,78,0.06419054612920787,0.07541691775899774,0.07541691775899774,1.0,0.0005,1.0,0.606,0.0005,0.606
ensemble4x32,nonlinear_square,78,0.06419054612920787,0.08616168768669533,0.08616168768669533,1.0,0.0005,0.999,0.606,0.0005,0.606
rff24,nonlinear_square,79,0.13137165431858727,0.10832320175375797,0.13137165431858727,0.5065,0.0005,0.5065,0.4755,0.0005,0.4755
rff64,nonlinear_square,79,0.13137165431858727,0.059922177166445365,0.13137165431858727,0.5065,0.0005,0.5065,0.4755,0.0005,0.4755
rff128,nonlinear_square,79,0.13137165431858727,0.08090213683547849,0.13137165431858727,0.5065,0.0005,0.5065,0.4755,0.0005,0.4755
ensemble4x32,nonlinear_square,79,0.13137165431858727,0.0925476690677704,0.13137165431858727,0.5065,0.0005,0.5065,0.4755,0.0005,0.4755
rff24,nonlinear_square,80,0.038140456468261384,0.09353508074986873,0.09353508074986873,1.0,0.0005,0.993,0.9885,0.0005,0.9885
rff64,nonlinear_square,80,0.038140456468261384,0.056353152224533264,0.056353152224533264,1.0,0.0005,1.0,0.9885,0.0005,0.9885
rff128,nonlinear_square,80,0.038140456468261384,0.07292171521301365,0.07292171521301365,1.0,0.0005,1.0,0.9885,0.0005,0.9885
ensemble4x32,nonlinear_square,80,0.038140456468261384,0.08109379125437564,0.08109379125437564,1.0,0.0005,1.0,0.9885,0.0005,0.9885
rff24,nonlinear_square,81,0.053060631741061196,0.1139522784506107,0.1139522784506107,1.0,0.0005,0.8235,0.3755,0.0005,0.3755
rff64,nonlinear_square,81,0.053060631741061196,0.07485964772180746,0.07485964772180746,1.0,0.0005,1.0,0.3755,0.0005,0.3755
rff128,nonlinear_square,81,0.053060631741061196,0.08627169965335085,0.08627169965335085,1.0,0.0005,0.999,0.3755,0.0005,0.3755
ensemble4x32,nonlinear_square,81,0.053060631741061196,0.09683538758559448,0.09683538758559448,1.0,0.0005,0.984,0.3755,0.0005,0.3755
rff24,nonlinear_square,82,0.07875659434972282,0.07626193258972647,0.07875659434972282,1.0,0.0005,1.0,0.481,0.0005,0.481
rff64,nonlinear_square,82,0.07875659434972282,0.04901249383253528,0.07875659434972282,1.0,0.0005,1.0,0.481,0.0005,0.481
rff128,nonlinear_square,82,0.07875659434972282,0.0629949143464102,0.07875659434972282,1.0,0.0005,1.0,0.481,0.0005,0.481
ensemble4x32,nonlinear_square,82,0.07875659434972282,0.07283818635098604,0.07875659434972282,1.0,0.0005,1.0,0.481,0.0005,0.481
rff24,nonlinear_square,83,0.08229748982805235,0.1367274596861106,0.1367274596861106,0.9995,0.0005,0.3945,0.3965,0.0005,0.3945
rff64,nonlinear_square,83,0.08229748982805235,0.07988118538187183,0.08229748982805235,0.9995,0.0005,0.9995,0.3965,0.0005,0.3965
rff128,nonlinear_square,83,0.08229748982805235,0.11321278637383085,0.11321278637383085,0.9995,0.0005,0.835,0.3965,0.0005,0.3965
ensemble4x32,nonlinear_square,83,0.08229748982805235,0.12465874950274497,0.12465874950274497,0.9995,0.0005,0.6335,0.3965,0.0005,0.3965
rff24,nonlinear_square,84,0.09745353039854622,0.07340466980321551,0.09745353039854622,0.983,0.0005,0.983,0.735,0.0005,0.735
rff64,nonlinear_square,84,0.09745353039854622,0.044592796938463866,0.09745353039854622,0.983,0.0005,0.983,0.735,0.0005,0.735
rff128,nonlinear_square,84,0.09745353039854622,0.05211926053114457,0.09745353039854622,0.983,0.0005,0.983,0.735,0.0005,0.735
ensemble4x32,nonlinear_square,84,0.09745353039854622,0.057697521951428424,0.09745353039854622,0.983,0.0005,0.983,0.735,0.0005,0.735
rff24,nonlinear_square,85,0.07818727086043852,0.11387926022021767,0.11387926022021767,1.0,0.0005,0.8245,0.0875,0.0005,0.0875
rff64,nonlinear_square,85,0.07818727086043852,0.06533071469519687,0.07818727086043852,1.0,0.0005,1.0,0.0875,0.0005,0.0875
rff128,nonlinear_square,85,0.07818727086043852,0.0845677064796042,0.0845677064796042,1.0,0.0005,0.999,0.0875,0.0005,0.0875
ensemble4x32,nonlinear_square,85,0.07818727086043852,0.09634511126563174,0.09634511126563174,1.0,0.0005,0.985,0.0875,0.0005,0.0875
rff24,nonlinear_square,86,0.07742818907598215,0.12029663514784814,0.12029663514784814,1.0,0.0005,0.7215,0.4775,0.0005,0.4775
rff64,nonlinear_square,86,0.07742818907598215,0.07149889827470102,0.07742818907598215,1.0,0.0005,1.0,0.4775,0.0005,0.4775
rff128,nonlinear_square,86,0.07742818907598215,0.09076003683591954,0.09076003683591954,1.0,0.0005,0.998,0.4775,0.0005,0.4775
ensemble4x32,nonlinear_square,86,0.07742818907598215,0.10500268331339868,0.10500268331339868,1.0,0.0005,0.9365,0.4775,0.0005,0.4775
rff24,nonlinear_square,87,0.11383092558470922,0.12325950188064724,0.12325950188064724,0.8255,0.0005,0.6575,0.8255,0.0005,0.6575
rff64,nonlinear_square,87,0.11383092558470922,0.07351274095526446,0.11383092558470922,0.8255,0.0005,0.8255,0.8255,0.0005,0.8255
rff128,nonlinear_square,87,0.11383092558470922,0.08438066660205212,0.11383092558470922,0.8255,0.0005,0.8255,0.8255,0.0005,0.8255
ensemble4x32,nonlinear_square,87,0.11383092558470922,0.09488289932315246,0.11383092558470922,0.8255,0.0005,0.8255,0.8255,0.0005,0.8255
rff24,nonlinear_square,88,0.055603816217619326,0.1002664619368074,0.1002664619368074,1.0,0.0005,0.9685,0.153,0.0005,0.153
rff64,nonlinear_square,88,0.055603816217619326,0.06563341332731454,0.06563341332731454,1.0,0.0005,1.0,0.153,0.0005,0.153
rff128,nonlinear_square,88,0.055603816217619326,0.07934728638592489,0.07934728638592489,1.0,0.0005,1.0,0.153,0.0005,0.153
ensemble4x32,nonlinear_square,88,0.055603816217619326,0.08757428510484236,0.08757428510484236,1.0,0.0005,0.999,0.153,0.0005,0.153
rff24,nonlinear_square,89,0.03870048638707293,0.08797350003999367,0.08797350003999367,1.0,0.0005,0.9985,0.514,0.0005,0.514
rff64,nonlinear_square,89,0.03870048638707293,0.05093295819461272,0.05093295819461272,1.0,0.0005,1.0,0.514,0.0005,0.514
rff128,nonlinear_square,89,0.03870048638707293,0.0702067106566034,0.0702067106566034,1.0,0.0005,1.0,0.514,0.0005,0.514
ensemble4x32,nonlinear_square,89,0.03870048638707293,0.08107627555458322,0.08107627555458322,1.0,0.0005,1.0,0.514,0.0005,0.514
rff24,nonlinear_square,90,0.11799807296895645,0.09265082481097256,0.11799807296895645,0.764,0.0005,0.764,0.528,0.0005,0.528
rff64,nonlinear_square,90,0.11799807296895645,0.05584340579320312,0.11799807296895645,0.764,0.0005,0.764,0.528,0.0005,0.528
rff128,nonlinear_square,90,0.11799807296895645,0.06376890782251167,0.11799807296895645,0.764,0.0005,0.764,0.528,0.0005,0.528
ensemble4x32,nonlinear_square,90,0.11799807296895645,0.07444087944106331,0.11799807296895645,0.764,0.0005,0.764,0.528,0.0005,0.528
rff24,nonlinear_square,91,0.04767234236957131,0.10496942286831745,0.10496942286831745,1.0,0.0005,0.937,0.5235,0.0005,0.5235
rff64,nonlinear_square,91,0.04767234236957131,0.06441364285888208,0.06441364285888208,1.0,0.0005,1.0,0.5235,0.0005,0.5235
rff128,nonlinear_square,91,0.04767234236957131,0.07816197046240325,0.07816197046240325,1.0,0.0005,1.0,0.5235,0.0005,0.5235
ensemble4x32,nonlinear_square,91,0.04767234236957131,0.08910459272623658,0.08910459272623658,1.0,0.0005,0.9985,0.5235,0.0005,0.5235
rff24,nonlinear_square,92,0.09554329975722332,0.07783184246294736,0.09554329975722332,0.987,0.0005,0.987,0.039,0.0005,0.039
rff64,nonlinear_square,92,0.09554329975722332,0.0447381661601519,0.09554329975722332,0.987,0.0005,0.987,0.039,0.0005,0.039
rff128,nonlinear_square,92,0.09554329975722332,0.055220768611344326,0.09554329975722332,0.987,0.0005,0.987,0.039,0.0005,0.039
ensemble4x32,nonlinear_square,92,0.09554329975722332,0.06616466840502208,0.09554329975722332,0.987,0.0005,0.987,0.039,0.0005,0.039
rff24,nonlinear_square,93,0.19429119341154275,0.12442144570748392,0.19429119341154275,0.012,0.0005,0.012,0.012,0.0005,0.012
rff64,nonlinear_square,93,0.19429119341154275,0.07356732458244986,0.19429119341154275,0.012,0.0005,0.012,0.012,0.0005,0.012
rff128,nonlinear_square,93,0.19429119341154275,0.08488096681462445,0.19429119341154275,0.012,0.0005,0.012,0.012,0.0005,0.012
ensemble4x32,nonlinear_square,93,0.19429119341154275,0.10125018796252046,0.19429119341154275,0.012,0.0005,0.012,0.012,0.0005,0.012
rff24,nonlinear_square,94,0.0848274740303076,0.11806088137042703,0.11806088137042703,0.999,0.0005,0.7625,0.8355,0.0005,0.7625
rff64,nonlinear_square,94,0.0848274740303076,0.06946567772743127,0.0848274740303076,0.999,0.0005,0.999,0.8355,0.0005,0.8355
rff128,nonlinear_square,94,0.0848274740303076,0.08296908252447847,0.0848274740303076,0.999,0.0005,0.999,0.8355,0.0005,0.8355
ensemble4x32,nonlinear_square,94,0.0848274740303076,0.09237334444681564,0.09237334444681564,0.999,0.0005,0.995,0.8355,0.0005,0.8355
rff24,nonlinear_square,95,0.12493031023941438,0.08592779686448807,0.12493031023941438,0.6295,0.0005,0.6295,0.6295,0.0005,0.6295
rff64,nonlinear_square,95,0.12493031023941438,0.05460226591168956,0.12493031023941438,0.6295,0.0005,0.6295,0.6295,0.0005,0.6295
rff128,nonlinear_square,95,0.12493031023941438,0.07508317551716337,0.12493031023941438,0.6295,0.0005,0.6295,0.6295,0.0005,0.6295
ensemble4x32,nonlinear_square,95,0.12493031023941438,0.08471177525586027,0.12493031023941438,0.6295,0.0005,0.6295,0.6295,0.0005,0.6295
rff24,nonlinear_square,96,0.19972038526600644,0.11179581063911671,0.19972038526600644,0.008,0.0005,0.008,0.008,0.0005,0.008
rff64,nonlinear_square,96,0.19972038526600644,0.06937831895155469,0.19972038526600644,0.008,0.0005,0.008,0.008,0.0005,0.008
rff128,nonlinear_square,96,0.19972038526600644,0.07525267625015163,0.19972038526600644,0.008,0.0005,0.008,0.008,0.0005,0.008
ensemble4x32,nonlinear_square,96,0.19972038526600644,0.08847813290061735,0.19972038526600644,0.008,0.0005,0.008,0.008,0.0005,0.008
rff24,nonlinear_square,97,0.030371089976575286,0.09717622380070015,0.09717622380070015,1.0,0.0005,0.9835,0.2735,0.0005,0.2735
rff64,nonlinear_square,97,0.030371089976575286,0.06297735124942903,0.06297735124942903,1.0,0.0005,1.0,0.2735,0.0005,0.2735
rff128,nonlinear_square,97,0.030371089976575286,0.08697213514739703,0.08697213514739703,1.0,0.0005,0.999,0.2735,0.0005,0.2735
ensemble4x32,nonlinear_square,97,0.030371089976575286,0.09295267276457045,0.09295267276457045,1.0,0.0005,0.994,0.2735,0.0005,0.2735
