candidate,condition,replicate,target_linear,target_nonlinear,target_combined,target_linear_p,target_nonlinear_p,target_combined_p,linear_max_p,nonlinear_max_p,combined_max_p
rff24,nonlinear_square,98,0.1946023567939063,0.08006886504251497,0.1946023567939063,0.012,0.0005,0.012,0.012,0.0005,0.012
rff64,nonlinear_square,98,0.1946023567939063,0.059496759017629366,0.1946023567939063,0.012,0.0005,0.012,0.012,0.0005,0.012
rff128,nonlinear_square,98,0.1946023567939063,0.07556646027782675,0.1946023567939063,0.012,0.0005,0.012,0.012,0.0005,0.012
ensemble4x32,nonlinear_square,98,0.1946023567939063,0.08547495696111096,0.1946023567939063,0.012,0.0005,0.012,0.012,0.0005,0.012
rff24,nonlinear_square,99,0.0519672944942517,0.15598574792784659,0.15598574792784659,1.0,0.0005,0.1365,0.6255,0.0005,0.1365
rff64,nonlinear_square,99,0.0519672944942517,0.0921759396343797,0.0921759396343797,1.0,0.0005,0.995,0.6255,0.0005,0.6255
rff128,nonlinear_square,99,0.0519672944942517,0.11970684385170574,0.11970684385170574,1.0,0.0005,0.7295,0.6255,0.0005,0.6255
ensemble4x32,nonlinear_square,99,0.0519672944942517,0.13379245462667233,0.13379245462667233,1.0,0.0005,0.4565,0.6255,0.0005,0.4565
rff24,nonlinear_square,100,0.09645628262357743,0.10752238939817406,0.10752238939817406,0.985,0.0005,0.9105,0.136,0.0005,0.136
rff64,nonlinear_square,100,0.09645628262357743,0.06327664248517957,0.09645628262357743,0.985,0.0005,0.985,0.136,0.0005,0.136
rff128,nonlinear_square,100,0.09645628262357743,0.07760992348097846,0.09645628262357743,0.985,0.0005,0.985,0.136,0.0005,0.136
ensemble4x32,nonlinear_square,100,0.09645628262357743,0.08508836260855722,0.09645628262357743,0.985,0.0005,0.985,0.136,0.0005,0.136
rff24,null,1,0.07687981319640803,0.011297854766767616,0.07687981319640803,1.0,0.941,1.0,0.2225,0.867,0.2225
rff64,null,1,0.07687981319640803,0.011520223109882802,0.07687981319640803,1.0,0.9445,1.0,0.2225,0.6575,0.2225
rff128,null,1,0.07687981319640803,0.013099636585507913,0.07687981319640803,1.0,0.8275,1.0,0.2225,0.8275,0.2225
ensemble4x32,null,1,0.07687981319640803,0.011389716614720682,0.07687981319640803,1.0,0.9195,1.0,0.2225,0.846,0.2225
rff24,null,2,0.057055328556946235,0.006587893825720099,0.057055328556946235,1.0,1.0,1.0,0.5785,0.8025,0.5785
rff64,null,2,0.057055328556946235,0.007985904978729991,0.057055328556946235,1.0,1.0,1.0,0.5785,0.912,0.5785
rff128,null,2,0.057055328556946235,0.006713462264873562,0.057055328556946235,1.0,1.0,1.0,0.5785,0.475,0.5785
ensemble4x32,null,2,0.057055328556946235,0.007877184657945624,0.057055328556946235,1.0,1.0,1.0,0.5785,0.454,0.5785
rff24,null,3,0.10759040046004864,0.014717111490203912,0.10759040046004864,0.91,0.589,0.91,0.529,0.1585,0.529
rff64,null,3,0.10759040046004864,0.012163955206217578,0.10759040046004864,0.91,0.903,0.91,0.529,0.094,0.529
rff128,null,3,0.10759040046004864,0.011509599096402314,0.10759040046004864,0.91,0.952,0.91,0.529,0.145,0.529
ensemble4x32,null,3,0.10759040046004864,0.012134895486288095,0.10759040046004864,0.91,0.849,0.91,0.529,0.1385,0.529
rff24,null,4,0.028838214986114274,0.003678008480947935,0.028838214986114274,1.0,1.0,1.0,0.9635,0.3215,0.9635
rff64,null,4,0.028838214986114274,0.006164212823308941,0.028838214986114274,1.0,1.0,1.0,0.9635,0.169,0.9635
rff128,null,4,0.028838214986114274,0.004795066120845879,0.028838214986114274,1.0,1.0,1.0,0.9635,0.662,0.9635
ensemble4x32,null,4,0.028838214986114274,0.004537160294391502,0.028838214986114274,1.0,1.0,1.0,0.9635,0.3935,0.9635
rff24,null,5,0.07787936418780166,0.010438844167040854,0.07787936418780166,1.0,0.977,1.0,0.974,0.977,0.974
rff64,null,5,0.07787936418780166,0.01015832002375565,0.07787936418780166,1.0,0.9895,1.0,0.974,0.672,0.974
rff128,null,5,0.07787936418780166,0.008263160183790278,0.07787936418780166,1.0,1.0,1.0,0.974,0.876,0.974
ensemble4x32,null,5,0.07787936418780166,0.009208892855784552,0.07787936418780166,1.0,0.9965,1.0,0.974,0.7575,0.974
rff24,null,6,0.07972104130959233,0.005461871045260804,0.07972104130959233,1.0,1.0,1.0,0.303,0.881,0.303
rff64,null,6,0.07972104130959233,0.005737209633837836,0.07972104130959233,1.0,1.0,1.0,0.303,0.8095,0.303
rff128,null,6,0.07972104130959233,0.005184636918931928,0.07972104130959233,1.0,1.0,1.0,0.303,0.9165,0.303
ensemble4x32,null,6,0.07972104130959233,0.005866553357972219,0.07972104130959233,1.0,1.0,1.0,0.303,0.8765,0.303
rff24,null,7,0.0907919441875429,0.006940473663967529,0.0907919441875429,0.998,1.0,0.998,0.862,0.3695,0.862
rff64,null,7,0.0907919441875429,0.008358297111221467,0.0907919441875429,0.998,1.0,0.998,0.862,0.82,0.862
rff128,null,7,0.0907919441875429,0.007118735042643578,0.0907919441875429,0.998,1.0,0.998,0.862,0.4805,0.862
ensemble4x32,null,7,0.0907919441875429,0.008524772578882527,0.0907919441875429,0.998,0.9995,0.998,0.862,0.65,0.862
rff24,null,8,0.05734580371765166,0.006403201782919277,0.05734580371765166,1.0,1.0,1.0,0.497,0.5695,0.497
rff64,null,8,0.05734580371765166,0.007166694119807543,0.05734580371765166,1.0,1.0,1.0,0.497,0.609,0.497
rff128,null,8,0.05734580371765166,0.006063317692383552,0.05734580371765166,1.0,1.0,1.0,0.497,0.8825,0.497
ensemble4x32,null,8,0.05734580371765166,0.005929454356617915,0.05734580371765166,1.0,1.0,1.0,0.497,0.6625,0.497
rff24,null,9,0.0976752867726884,0.01143588836963019,0.0976752867726884,0.983,0.932,0.983,0.9635,0.6555,0.9635
rff64,null,9,0.0976752867726884,0.011371425064265202,0.0976752867726884,0.983,0.9515,0.983,0.9635,0.494,0.9635
rff128,null,9,0.0976752867726884,0.010351927951442443,0.0976752867726884,0.983,0.9885,0.983,0.9635,0.4445,0.9635
ensemble4x32,null,9,0.0976752867726884,0.011121414689481201,0.0976752867726884,0.983,0.9345,0.983,0.9635,0.5965,0.9635
rff24,null,10,0.044120572684920215,0.005259339158061546,0.044120572684920215,1.0,1.0,1.0,0.1455,0.391,0.1455
rff64,null,10,0.044120572684920215,0.00842496808186911,0.044120572684920215,1.0,1.0,1.0,0.1455,0.072,0.1455
rff128,null,10,0.044120572684920215,0.007645786202129384,0.044120572684920215,1.0,1.0,1.0,0.1455,0.1425,0.1455
ensemble4x32,null,10,0.044120572684920215,0.007132027047379853,0.044120572684920215,1.0,1.0,1.0,0.1455,0.025,0.1455
rff24,null,11,0.10140180409470764,0.008943217572373874,0.10140180409470764,0.9635,0.999,0.9635,0.2225,0.2865,0.2225
rff64,null,11,0.10140180409470764,0.0106157775142727,0.10140180409470764,0.9635,0.979,0.9635,0.2225,0.9355,0.2225
rff128,null,11,0.10140180409470764,0.008147432463836157,0.10140180409470764,0.9635,1.0,0.9635,0.2225,0.653,0.2225
ensemble4x32,null,11,0.10140180409470764,0.0083876374095209,0.10140180409470764,0.9635,0.9995,0.9635,0.2225,0.7705,0.2225
rff24,null,12,0.041041107903967276,0.005469058338053967,0.041041107903967276,1.0,1.0,1.0,0.7225,0.8415,0.7225
rff64,null,12,0.041041107903967276,0.006755416105175646,0.041041107903967276,1.0,1.0,1.0,0.7225,0.946,0.7225
rff128,null,12,0.041041107903967276,0.007815255416230571,0.041041107903967276,1.0,1.0,1.0,0.7225,0.998,0.7225
ensemble4x32,null,12,0.041041107903967276,0.006314229760247953,0.041041107903967276,1.0,1.0,1.0,0.7225,0.9555,0.7225
rff24,null,13,0.07836834389336597,0.01132506086672545,0.07836834389336597,1.0,0.939,1.0,0.807,0.2035,0.807
rff64,null,13,0.07836834389336597,0.01639377688407796,0.07836834389336597,1.0,0.4185,1.0,0.807,0.146,0.807
rff128,null,13,0.07836834389336597,0.016705977539793262,0.07836834389336597,1.0,0.403,1.0,0.807,0.203,0.807
ensemble4x32,null,13,0.07836834389336597,0.014256993269753233,0.07836834389336597,1.0,0.59,1.0,0.807,0.1785,0.807
rff24,null,14,0.05681062653951904,0.010314936032013574,0.05681062653951904,1.0,0.982,1.0,0.966,0.982,0.966
rff64,null,14,0.05681062653951904,0.01198125140812429,0.05681062653951904,1.0,0.9145,1.0,0.966,0.9145,0.966
rff128,null,14,0.05681062653951904,0.008737931333305861,0.05681062653951904,1.0,1.0,1.0,0.966,0.9885,0.966
ensemble4x32,null,14,0.05681062653951904,0.008481924616247506,0.05681062653951904,1.0,0.9995,1.0,0.966,0.9855,0.966
rff24,null,15,0.1302332706214336,0.013765917407049775,0.1302332706214336,0.527,0.7125,0.527,0.512,0.7125,0.512
rff64,null,15,0.1302332706214336,0.017061520077481324,0.1302332706214336,0.527,0.353,0.527,0.512,0.353,0.512
rff128,null,15,0.1302332706214336,0.01811213760110029,0.1302332706214336,0.527,0.2725,0.527,0.512,0.2725,0.512
ensemble4x32,null,15,0.1302332706214336,0.016076419992672012,0.1302332706214336,0.527,0.378,0.527,0.512,0.378,0.512
rff24,null,16,0.09689330714496543,0.009301184484661454,0.09689330714496543,0.9835,0.9975,0.9835,0.9835,0.9975,0.9835
rff64,null,16,0.09689330714496543,0.009905135707420359,0.09689330714496543,0.9835,0.993,0.9835,0.9835,0.7855,0.9835
rff128,null,16,0.09689330714496543,0.012903796818038164,0.09689330714496543,0.9835,0.8505,0.9835,0.9835,0.7185,0.9835
ensemble4x32,null,16,0.09689330714496543,0.010637358241301641,0.09689330714496543,0.9835,0.9605,0.9835,0.9835,0.887,0.9835
rff24,null,17,0.04503887475648666,0.006692079689390628,0.04503887475648666,1.0,1.0,1.0,0.9665,0.1275,0.9665
rff64,null,17,0.04503887475648666,0.006541020770644446,0.04503887475648666,1.0,1.0,1.0,0.9665,0.6535,0.9665
rff128,null,17,0.04503887475648666,0.008797144609827789,0.04503887475648666,1.0,1.0,1.0,0.9665,0.6045,0.9665
ensemble4x32,null,17,0.04503887475648666,0.006365275408760954,0.04503887475648666,1.0,1.0,1.0,0.9665,0.464,0.9665
rff24,null,18,0.11170876929668411,0.009320154538968568,0.11170876929668411,0.857,0.9975,0.857,0.7555,0.854,0.7555
rff64,null,18,0.11170876929668411,0.009511429531960753,0.11170876929668411,0.857,0.996,0.857,0.7555,0.839,0.7555
rff128,null,18,0.11170876929668411,0.01084765634716029,0.11170876929668411,0.857,0.978,0.857,0.7555,0.9065,0.7555
ensemble4x32,null,18,0.11170876929668411,0.010459199109175178,0.11170876929668411,0.857,0.971,0.857,0.7555,0.776,0.7555
rff24,null,19,0.09857955611917067,0.005565572642508667,0.09857955611917067,0.977,1.0,0.977,0.153,0.4735,0.153
rff64,null,19,0.09857955611917067,0.005187679315720988,0.09857955611917067,0.977,1.0,0.977,0.153,0.8845,0.153
rff128,null,19,0.09857955611917067,0.00497606722896947,0.09857955611917067,0.977,1.0,0.977,0.153,0.786,0.153
ensemble4x32,null,19,0.09857955611917067,0.0062842698734252925,0.09857955611917067,0.977,1.0,0.977,0.153,0.9225,0.153
rff24,null,20,0.07543179306741236,0.008498478094291361,0.07543179306741236,1.0,1.0,1.0,0.311,0.851,0.311
rff64,null,20,0.07543179306741236,0.008388505986938214,0.07543179306741236,1.0,1.0,1.0,0.311,0.5345,0.311
rff128,null,20,0.07543179306741236,0.009350733899226684,0.07543179306741236,1.0,0.9995,1.0,0.311,0.9625,0.311
ensemble4x32,null,20,0.07543179306741236,0.008484412321780408,0.07543179306741236,1.0,0.9995,1.0,0.311,0.8285,0.311
rff24,null,21,0.054639938757940945,0.007863517548514602,0.054639938757940945,1.0,1.0,1.0,0.75,0.9475,0.75
rff64,null,21,0.054639938757940945,0.006702427806395659,0.054639938757940945,1.0,1.0,1.0,0.75,0.7235,0.75
rff128,null,21,0.054639938757940945,0.00710738182801768,0.054639938757940945,1.0,1.0,1.0,0.75,0.5065,0.75
ensemble4x32,null,21,0.054639938757940945,0.006322698978243159,0.054639938757940945,1.0,1.0,1.0,0.75,0.7035,0.75
rff24,null,22,0.07934819197861251,0.005395334615167515,0.07934819197861251,1.0,1.0,1.0,0.497,0.399,0.497
rff64,null,22,0.07934819197861251,0.006124401187087142,0.07934819197861251,1.0,1.0,1.0,0.497,0.2815,0.497
rff128,null,22,0.07934819197861251,0.005754136416358836,0.07934819197861251,1.0,1.0,1.0,0.497,0.281,0.497
ensemble4x32,null,22,0.07934819197861251,0.005393110641226125,0.07934819197861251,1.0,1.0,1.0,0.497,0.3865,0.497
rff24,null,23,0.07235487364376832,0.011632962446057202,0.07235487364376832,1.0,0.927,1.0,0.4225,0.014,0.4225
rff64,null,23,0.07235487364376832,0.010510590631376686,0.07235487364376832,1.0,0.9805,1.0,0.4225,0.5075,0.4225
rff128,null,23,0.07235487364376832,0.01027674384640126,0.07235487364376832,1.0,0.99,1.0,0.4225,0.119,0.4225
ensemble4x32,null,23,0.07235487364376832,0.010150468091868536,0.07235487364376832,1.0,0.982,1.0,0.4225,0.243,0.4225
rff24,null,24,0.07507295490719255,0.010871040956139395,0.07507295490719255,1.0,0.961,1.0,0.185,0.8735,0.185
rff64,null,24,0.07507295490719255,0.009249436178626511,0.07507295490719255,1.0,0.9965,1.0,0.185,0.4005,0.185
rff128,null,24,0.07507295490719255,0.011867771276157268,0.07507295490719255,1.0,0.9295,1.0,0.185,0.9295,0.185
ensemble4x32,null,24,0.07507295490719255,0.010288133158329379,0.07507295490719255,1.0,0.9795,1.0,0.185,0.893,0.185
rff24,null,25,0.08777505104130949,0.012757650797793382,0.08777505104130949,0.999,0.8375,0.999,0.4315,0.115,0.4315
rff64,null,25,0.08777505104130949,0.011610048775992055,0.08777505104130949,0.999,0.9395,0.999,0.4315,0.249,0.4315
rff128,null,25,0.08777505104130949,0.012777498374328391,0.08777505104130949,0.999,0.859,0.999,0.4315,0.166,0.4315
ensemble4x32,null,25,0.08777505104130949,0.012062811946627481,0.08777505104130949,0.999,0.8615,0.999,0.4315,0.1295,0.4315
rff24,null,26,0.11045707750882017,0.008547680399856088,0.11045707750882017,0.876,1.0,0.876,0.774,0.621,0.774
rff64,null,26,0.11045707750882017,0.010695264182761812,0.11045707750882017,0.876,0.9765,0.876,0.774,0.7035,0.774
rff128,null,26,0.11045707750882017,0.009600513157882577,0.11045707750882017,0.876,0.999,0.876,0.774,0.43,0.774
ensemble4x32,null,26,0.11045707750882017,0.00854854975257365,0.11045707750882017,0.876,0.9995,0.876,0.774,0.8015,0.774
rff24,null,27,0.10819814107242748,0.010820958564524653,0.10819814107242748,0.9045,0.963,0.9045,0.266,0.5595,0.266
rff64,null,27,0.10819814107242748,0.015594991401233216,0.10819814107242748,0.9045,0.5165,0.9045,0.266,0.5165,0.266
rff128,null,27,0.10819814107242748,0.012831608143874226,0.10819814107242748,0.9045,0.8565,0.9045,0.266,0.6545,0.266
ensemble4x32,null,27,0.10819814107242748,0.011559061086919889,0.10819814107242748,0.9045,0.908,0.9045,0.266,0.736,0.266
rff24,null,28,0.07766726883731519,0.006419701739823573,0.07766726883731519,1.0,1.0,1.0,0.991,0.544,0.991
rff64,null,28,0.07766726883731519,0.007521394027324199,0.07766726883731519,1.0,1.0,1.0,0.991,0.46,0.991
rff128,null,28,0.07766726883731519,0.006526941990958098,0.07766726883731519,1.0,1.0,1.0,0.991,0.8795,0.991
ensemble4x32,null,28,0.07766726883731519,0.0060348717071476935,0.07766726883731519,1.0,1.0,1.0,0.991,0.7325,0.991
rff24,null,29,0.12851281043653556,0.008879085562110756,0.12851281043653556,0.563,0.999,0.563,0.4395,0.961,0.4395
rff64,null,29,0.12851281043653556,0.008990119981350495,0.12851281043653556,0.563,0.998,0.563,0.4395,0.827,0.4395
rff128,null,29,0.12851281043653556,0.00922319056764615,0.12851281043653556,0.563,0.9995,0.563,0.4395,0.8795,0.4395
ensemble4x32,null,29,0.12851281043653556,0.009797776397349588,0.12851281043653556,0.563,0.9915,0.563,0.4395,0.9455,0.4395
rff24,null,30,0.14215529245807715,0.009322339055717777,0.14215529245807715,0.3055,0.9975,0.3055,0.3055,0.3315,0.3055
rff64,null,30,0.14215529245807715,0.009814952273116058,0.14215529245807715,0.3055,0.994,0.3055,0.3055,0.4955,0.3055
rff128,null,30,0.14215529245807715,0.009751915817180188,0.14215529245807715,0.3055,0.998,0.3055,0.3055,0.252,0.3055
ensemble4x32,null,30,0.14215529245807715,0.009700651231230019,0.14215529245807715,0.3055,0.9935,0.3055,0.3055,0.2925,0.3055
rff24,null,31,0.10822984234623677,0.014171156741545116,0.10822984234623677,0.904,0.6625,0.904,0.655,0.6625,0.655
rff64,null,31,0.10822984234623677,0.012544287168297462,0.10822984234623677,0.904,0.866,0.904,0.655,0.866,0.655
rff128,null,31,0.10822984234623677,0.013061253785750656,0.10822984234623677,0.904,0.8335,0.904,0.655,0.8335,0.655
ensemble4x32,null,31,0.10822984234623677,0.013115464388848572,0.10822984234623677,0.904,0.728,0.904,0.655,0.728,0.655
rff24,null,32,0.08077599380910955,0.00645316799886041,0.08077599380910955,1.0,1.0,1.0,0.432,0.8285,0.432
rff64,null,32,0.08077599380910955,0.006572439423352716,0.08077599380910955,1.0,1.0,1.0,0.432,0.2825,0.432
rff128,null,32,0.08077599380910955,0.0068962564217017516,0.08077599380910955,1.0,1.0,1.0,0.432,0.547,0.432
ensemble4x32,null,32,0.08077599380910955,0.006136829973142778,0.08077599380910955,1.0,1.0,1.0,0.432,0.223,0.432
rff24,null,33,0.05856015574405398,0.007705071662346394,0.05856015574405398,1.0,1.0,1.0,0.336,0.064,0.336
rff64,null,33,0.05856015574405398,0.006153736525328755,0.05856015574405398,1.0,1.0,1.0,0.336,0.1105,0.336
rff128,null,33,0.05856015574405398,0.006744558371335823,0.05856015574405398,1.0,1.0,1.0,0.336,0.02,0.336
ensemble4x32,null,33,0.05856015574405398,0.006347947913198431,0.05856015574405398,1.0,1.0,1.0,0.336,0.0385,0.336
rff24,null,34,0.09858034234704868,0.005550769974123159,0.09858034234704868,0.977,1.0,0.977,0.966,0.1735,0.966
rff64,null,34,0.09858034234704868,0.004362709751433892,0.09858034234704868,0.977,1.0,0.977,0.966,0.3435,0.966
rff128,null,34,0.09858034234704868,0.004281893228038412,0.09858034234704868,0.977,1.0,0.977,0.966,0.2385,0.966
ensemble4x32,null,34,0.09858034234704868,0.00392383796860674,0.09858034234704868,0.977,1.0,0.977,0.966,0.28,0.966
rff24,null,35,0.08928068333957002,0.005907761768106635,0.08928068333957002,0.9985,1.0,0.9985,0.795,0.675,0.795
rff64,null,35,0.08928068333957002,0.005912687612714142,0.08928068333957002,0.9985,1.0,0.9985,0.795,0.923,0.795
rff128,null,35,0.08928068333957002,0.006263485186392114,0.08928068333957002,0.9985,1.0,0.9985,0.795,0.897,0.795
ensemble4x32,null,35,0.08928068333957002,0.006112389064830951,0.08928068333957002,0.9985,1.0,0.9985,0.795,0.9445,0.795
rff24,null,36,0.015012735396894277,0.005564756588425926,0.015012735396894277,1.0,1.0,1.0,0.7155,0.441,0.7155
rff64,null,36,0.015012735396894277,0.005264083534627592,0.015012735396894277,1.0,1.0,1.0,0.7155,0.2365,0.7155
rff128,null,36,0.015012735396894277,0.005344248744586242,0.015012735396894277,1.0,1.0,1.0,0.7155,0.236,0.7155
ensemble4x32,null,36,0.015012735396894277,0.0045898828518333495,0.015012735396894277,1.0,1.0,1.0,0.7155,0.2445,0.7155
rff24,null,37,0.0598447371163309,0.005266705223595496,0.0598447371163309,1.0,1.0,1.0,0.68,0.573,0.68
rff64,null,37,0.0598447371163309,0.006078680647705078,0.0598447371163309,1.0,1.0,1.0,0.68,0.802,0.68
rff128,null,37,0.0598447371163309,0.006497364322055702,0.0598447371163309,1.0,1.0,1.0,0.68,0.8905,0.68
ensemble4x32,null,37,0.0598447371163309,0.006635538739910892,0.0598447371163309,1.0,1.0,1.0,0.68,0.7245,0.68
rff24,null,38,0.07615465153512198,0.008108234179260855,0.07615465153512198,1.0,1.0,1.0,0.9455,0.912,0.9455
rff64,null,38,0.07615465153512198,0.0075317228990223195,0.07615465153512198,1.0,1.0,1.0,0.9455,0.743,0.9455
rff128,null,38,0.07615465153512198,0.008962243684543408,0.07615465153512198,1.0,1.0,1.0,0.9455,0.795,0.9455
ensemble4x32,null,38,0.07615465153512198,0.008369577017697536,0.07615465153512198,1.0,0.9995,1.0,0.9455,0.629,0.9455
rff24,null,39,0.046446276026340313,0.005521354026879876,0.046446276026340313,1.0,1.0,1.0,0.5035,0.8255,0.5035
rff64,null,39,0.046446276026340313,0.005050735256190947,0.046446276026340313,1.0,1.0,1.0,0.5035,0.491,0.5035
rff128,null,39,0.046446276026340313,0.005195807242961244,0.046446276026340313,1.0,1.0,1.0,0.5035,0.6245,0.5035
ensemble4x32,null,39,0.046446276026340313,0.004217183238471521,0.046446276026340313,1.0,1.0,1.0,0.5035,0.755,0.5035
rff24,null,40,0.09760991751026254,0.0099188860609299,0.09760991751026254,0.983,0.9905,0.983,0.305,0.275,0.305
rff64,null,40,0.09760991751026254,0.007907654645572446,0.09760991751026254,0.983,1.0,0.983,0.305,0.0785,0.305
rff128,null,40,0.09760991751026254,0.007577149636845129,0.09760991751026254,0.983,1.0,0.983,0.305,0.4765,0.305
ensemble4x32,null,40,0.09760991751026254,0.007537307157267529,0.09760991751026254,0.983,1.0,0.983,0.305,0.391,0.305
rff24,null,41,0.109772129429725,0.013365774494441433,0.109772129429725,0.884,0.76,0.884,0.1515,0.403,0.1515
rff64,null,41,0.109772129429725,0.015633999154877253,0.109772129429725,0.884,0.514,0.884,0.1515,0.514,0.1515
rff128,null,41,0.109772129429725,0.01170380170130557,0.109772129429725,0.884,0.9385,0.884,0.1515,0.452,0.1515
ensemble4x32,null,41,0.109772129429725,0.01117583917101301,0.109772129429725,0.884,0.9325,0.884,0.1515,0.4805,0.1515
rff24,null,42,0.08845693875444109,0.012668941235789358,0.08845693875444109,0.9985,0.8485,0.9985,0.3955,0.8485,0.3955
rff64,null,42,0.08845693875444109,0.01433558475524028,0.08845693875444109,0.9985,0.6595,0.9985,0.3955,0.6595,0.3955
rff128,null,42,0.08845693875444109,0.012543306579641875,0.08845693875444109,0.9985,0.881,0.9985,0.3955,0.881,0.3955
ensemble4x32,null,42,0.08845693875444109,0.012211240128448365,0.08845693875444109,0.9985,0.839,0.9985,0.3955,0.839,0.3955
rff24,null,43,0.1948446259494801,0.012306077834537082,0.1948446259494801,0.012,0.879,0.012,0.012,0.879,0.012
rff64,null,43,0.1948446259494801,0.016961206698237245,0.1948446259494801,0.012,0.3645,0.012,0.012,0.3645,0.012
rff128,null,43,0.1948446259494801,0.015907238525233566,0.1948446259494801,0.012,0.4885,0.012,0.012,0.4885,0.012
ensemble4x32,null,43,0.1948446259494801,0.012348611028282129,0.1948446259494801,0.012,0.824,0.012,0.012,0.6795,0.012
rff24,null,44,0.09109542413212861,0.009088997754511666,0.09109542413212861,0.998,0.998,0.998,0.183,0.696,0.183
rff64,null,44,0.09109542413212861,0.01786220324005449,0.09109542413212861,0.998,0.29,0.998,0.183,0.29,0.183
rff128,null,44,0.09109542413212861,0.014000819582075294,0.09109542413212861,0.998,0.7245,0.998,0.183,0.7245,0.183
ensemble4x32,null,44,0.09109542413212861,0.012532018461862384,0.09109542413212861,0.998,0.8015,0.998,0.183,0.8015,0.183
rff24,null,45,0.060958949687717826,0.004146581995007527,0.060958949687717826,1.0,1.0,1.0,0.847,0.323,0.847
rff64,null,45,0.060958949687717826,0.005914959324611985,0.060958949687717826,1.0,1.0,1.0,0.847,0.4,0.847
rff128,null,45,0.060958949687717826,0.005434839049146618,0.060958949687717826,1.0,1.0,1.0,0.847,0.687,0.847
ensemble4x32,null,45,0.060958949687717826,0.0045163869452543755,0.060958949687717826,1.0,1.0,1.0,0.847,0.7955,0.847
rff24,null,46,0.10221327564399775,0.013632649997233067,0.10221327564399775,0.9595,0.7305,0.9595,0.2225,0.2565,0.2225
rff64,null,46,0.10221327564399775,0.012354373725097593,0.10221327564399775,0.9595,0.886,0.9595,0.2225,0.2615,0.2225
rff128,null,46,0.10221327564399775,0.01405325879732141,0.10221327564399775,0.9595,0.7165,0.9595,0.2225,0.3015,0.2225
ensemble4x32,null,46,0.10221327564399775,0.011775529785305005,0.10221327564399775,0.9595,0.888,0.9595,0.2225,0.19,0.2225
rff24,null,47,0.07023696336092468,0.006107147367872931,0.07023696336092468,1.0,1.0,1.0,0.104,0.778,0.104
rff64,null,47,0.07023696336092468,0.00707157611805442,0.07023696336092468,1.0,1.0,1.0,0.104,0.3925,0.104
rff128,null,47,0.07023696336092468,0.007887924141568428,0.07023696336092468,1.0,1.0,1.0,0.104,0.284,0.104
ensemble4x32,null,47,0.07023696336092468,0.006866861665144917,0.07023696336092468,1.0,1.0,1.0,0.104,0.3865,0.104
rff24,null,48,0.07327629849177003,0.0072854102621426955,0.07327629849177003,1.0,1.0,1.0,0.24,0.6575,0.24
rff64,null,48,0.07327629849177003,0.008467601697366479,0.07327629849177003,1.0,1.0,1.0,0.24,0.677,0.24
rff128,null,48,0.07327629849177003,0.006458633849767939,0.07327629849177003,1.0,1.0,1.0,0.24,0.385,0.24
ensemble4x32,null,48,0.07327629849177003,0.006524063965445299,0.07327629849177003,1.0,1.0,1.0,0.24,0.611,0.24
rff24,null,49,0.05801403398871371,0.004887704659891698,0.05801403398871371,1.0,1.0,1.0,0.527,0.3785,0.527
rff64,null,49,0.05801403398871371,0.007836549927807723,0.05801403398871371,1.0,1.0,1.0,0.527,0.3455,0.527
rff128,null,49,0.05801403398871371,0.007308153875819056,0.05801403398871371,1.0,1.0,1.0,0.527,0.32,0.527
ensemble4x32,null,49,0.05801403398871371,0.00684110571840002,0.05801403398871371,1.0,1.0,1.0,0.527,0.4585,0.527
rff24,null,50,0.08904383854944244,0.005377448105632098,0.08904383854944244,0.9985,1.0,0.9985,0.0655,0.403,0.0655
rff64,null,50,0.08904383854944244,0.006942382265652228,0.08904383854944244,0.9985,1.0,0.9985,0.0655,0.1015,0.0655
rff128,null,50,0.08904383854944244,0.006960535311430798,0.08904383854944244,0.9985,1.0,0.9985,0.0655,0.1725,0.0655
ensemble4x32,null,50,0.08904383854944244,0.0061251347778911915,0.08904383854944244,0.9985,1.0,0.9985,0.0655,0.2495,0.0655
rff24,null,51,0.08391421651154372,0.0047560631208113545,0.08391421651154372,0.999,1.0,0.999,0.587,0.5755,0.587
rff64,null,51,0.08391421651154372,0.005683259485550546,0.08391421651154372,0.999,1.0,0.999,0.587,0.135,0.587
rff128,null,51,0.08391421651154372,0.005671448174513414,0.08391421651154372,0.999,1.0,0.999,0.587,0.319,0.587
ensemble4x32,null,51,0.08391421651154372,0.005068891418490897,0.08391421651154372,0.999,1.0,0.999,0.587,0.1,0.587
rff24,null,52,0.04101643377670931,0.004873093033069912,0.04101643377670931,1.0,1.0,1.0,0.101,0.058,0.101
rff64,null,52,0.04101643377670931,0.005309053375831281,0.04101643377670931,1.0,1.0,1.0,0.101,0.1405,0.101
rff128,null,52,0.04101643377670931,0.00480697460634475,0.04101643377670931,1.0,1.0,1.0,0.101,0.239,0.101
ensemble4x32,null,52,0.04101643377670931,0.0050538671444399375,0.04101643377670931,1.0,1.0,1.0,0.101,0.1015,0.101
rff24,null,53,0.05837491206595751,0.005905989336847089,0.05837491206595751,1.0,1.0,1.0,0.589,0.3825,0.589
rff64,null,53,0.05837491206595751,0.0066157304783812645,0.05837491206595751,1.0,1.0,1.0,0.589,0.57,0.589
rff128,null,53,0.05837491206595751,0.006506944401139748,0.05837491206595751,1.0,1.0,1.0,0.589,0.381,0.589
